순위,분류,관련 키워드,언급건수
254,배우자,마님,29
254,회사동료,회사직원,29
254,배우자,와이프님,29
257,기타가족,손자들,28
257,기타가족,장손,28
259,배우자,아자씨,27
259,자녀,손녀딸,27
259,자녀,울딸,27
259,자녀,울아들,27
263,부모님,시엄마,24
263,연인,여친님,24
265,자녀,첫째딸,23
265,자녀,외동아들,23
267,자녀,맏딸,22
267,배우자,안사람,22
269,부모님,친정아버지,21
269,부모님,친정아빠,21
269,자녀,젖먹이,21
269,배우자,울신랑,21
273,기타가족,손자손녀,20
273,연인,썸녀,20
273,자녀,아들녀석,20
273,싱글,나홀로족,20
277,배우자,애아빠,18
278,부모님,할마,17
279,부모님,외할무니,16
279,자녀,저희딸,16
279,기타가족,며늘,16
282,자녀,삼둥이,15
282,배우자,남의편,15
282,자녀,여식,15
285,자녀,작은놈,14
285,회사동료,회사선배,14
285,자녀,딸냄,14
285,배우자,새색시,14
285,부모님,할멈,14
290,기타가족,맏사위,13
290,배우자,저희신랑,13
292,배우자,아이아빠,12
292,부모님,시어미,12
292,싱글,싱글족,12
292,자녀,딸자식,12
292,연인,피앙새,12
297,자녀,울애들,11
297,기타가족,외손주,11
297,자녀,저희아들,11
297,기타가족,사돈댁,11
297,자녀,첫째아들,11
302,부모님,시엄니,10
302,자녀,전업맘,10
304,배우자,남푠님,9
304,배우자,저희남편,9
304,연인,보이프렌드,9
304,기타가족,며늘아기,9
308,자녀,첫딸,8
308,부모님,함무니,8
308,자녀,저희애,8
308,배우자,애기아빠,8
312,친구,학교친구,7
312,싱글,혼행,7
312,배우자,울랑,7
312,자녀,쌍둥이맘,7
316,부모님,친정맘,6
316,싱글,싱글남,6
316,싱글,혼자남,6
316,자녀,첫아기,6
320,부모님,할버지,5
320,친구,여행친구,5
320,친구,여자사람친구,5
320,배우자,영감탱이,5
324,기타가족,큰며느리,4
324,부모님,외할부지,4
324,친구,남자사람친구,4
324,기타가족,시댁어른,4
324,기타가족,며늘애,4
324,기타가족,며늘애기,4
324,자녀,저희애들,4
324,부모님,할빠,4
324,부모님,외할머님,4
333,기타가족,작은며느리,3
333,부모님,어머니아버지,3
333,부모님,증조모,3
333,부모님,시아부지,3
333,부모님,예비시어머니,3
333,배우자,우리영감,3
333,자녀,울아이,3
333,부모님,셤니,3
333,부모님,시아빠,3
333,자녀,우리집애,3
333,자녀,작은녀석,3
333,회사동료,회사후배,3
333,부모님,친정아부지,3
333,부모님,외할버지,3
333,자녀,셋째아이,3
348,배우자,우리와이프,2
348,회사동료,회사상사,2
348,배우자,애들아빠,2
348,자녀,우리집아이,2
352,부모님,외할배,1
352,자녀,첫째아가,1
352,부모님,예비시어머님,1
352,자녀,우리집아이들,1
352,자녀,울둥이,1
352,배우자,남편느님,1
352,배우자,마느님,1
352,회사동료,사무실직원,1
352,부모님,예비시아버님,1
352,부모님,예비시아버지,1
352,부모님,외함무니,1
352,자녀,첫아들,1
352,자녀,첫째아기,1
352,자녀,첫아가,1
352,연인,울남친,1
352,기타가족,막내사위,1
352,배우자,울랑이,1
352,부모님,친정엄니,1
352,자녀,울따님,1
352,부모님,외할아버님,1
352,자녀,제아이,1
