순위,분류,관련 키워드,언급건수
283,자녀,딸자식,45
283,자녀,직장맘,45
286,자녀,첫째아이,43
287,자녀,저희딸,40
288,친구,학교친구,39
289,배우자,애아빠,38
290,기타가족,며늘,37
290,배우자,영감탱이,37
292,부모님,할버지,36
293,자녀,울애들,33
294,기타가족,손자손녀,32
295,자녀,여식,31
296,배우자,남푠님,30
296,연인,피앙세,30
296,자녀,첫딸,30
296,싱글,나홀로족,30
300,배우자,저희남편,28
301,친구,여행친구,27
301,자녀,울아이,27
301,자녀,저희애,27
301,부모님,함무니,27
305,싱글,싱글족,26
305,싱글,혼자남,26
307,부모님,증조모,25
307,회사동료,회사후배,25
307,기타가족,사돈댁,25
310,기타가족,맏사위,23
310,배우자,저희신랑,23
310,자녀,초보엄마,23
310,자녀,작은놈,23
314,배우자,아이아빠,21
314,자녀,알파맘,21
316,배우자,애기아빠,20
317,부모님,어머니아버지,19
318,기타가족,며늘아기,17
318,부모님,외할머님,17
320,부모님,기러기아빠,16
320,싱글,혼행,16
320,자녀,둥이맘,16
320,자녀,쌍둥이맘,16
320,부모님,시어른,16
320,부모님,예비시어머니,16
320,부모님,시아빠,16
327,자녀,우리집애,15
328,부모님,시아부지,14
328,친구,남자사람친구,14
328,배우자,울랑,14
328,부모님,외할부지,14
332,연인,걸프렌드,13
332,자녀,전업맘,13
332,자녀,초보맘,13
332,자녀,저희아들,13
336,기타가족,막내며느리,12
337,싱글,싱글남,11
337,연인,피앙새,11
337,부모님,예비시어머님,11
337,자녀,울아이들,11
337,자녀,저희애들,11
342,자녀,작은녀석,10
342,부모님,외할매,10
344,부모님,셤니,9
344,회사동료,회사상사,9
346,기타가족,시댁어른,8
346,기타가족,막내사위,8
346,기타가족,작은며느리,8
346,부모님,친정맘,8
346,자녀,제아이,8
351,배우자,애들아빠,7
352,배우자,마느님,6
353,자녀,울집애,5
353,부모님,할빠,5
353,배우자,울마눌,5
353,친구,여자사람친구,5
353,부모님,친정엄니,5
358,배우자,아내느님,4
358,부모님,외할버지,4
358,싱글,싱글녀,4
358,자녀,아들자식,4
358,자녀,첫째아가,4
363,배우자,울와이프,3
363,부모님,예비시아버지,3
363,부모님,외할배,3
363,부모님,외함무니,3
363,부모님,예비시아버님,3
363,부모님,친정아부지,3
363,기타가족,첫손녀,3
363,배우자,울랑이,3
371,자녀,외둥이,2
371,자녀,울아드님,2
371,부모님,빙장어른,2
371,부모님,외할아버님,2
371,기타가족,첫손주,2
371,배우자,와이프느님,2
371,배우자,애들엄마,2
371,배우자,우리와이프,2
371,배우자,울서방,2
380,배우자,저희와이프,1
380,부모님,시애미,1
380,부모님,예비시엄마,1
380,자녀,울따님,1
380,기타가족,며늘애,1
380,배우자,우리영감,1
380,자녀,일하는엄마,1
380,연인,울남친,1
380,배우자,아이들엄마,1
380,싱글,싱글여성,1
380,회사동료,사무실직원,1
380,자녀,전업엄마,1
380,친구,결혼한친구,1
380,배우자,우리서방,1
380,자녀,우리집아이,1
380,자녀,우리집아이들,1
380,자녀,셋째아이,1
