순위,분류,관련 키워드,언급건수
1,친구,친구,187206
2,기타가족,가족,108552
3,회사동료,직원,106373
4,싱글,혼자,84951
5,친구,친구들,77920
6,기타가족,엄마,75064
7,기타가족,언니,47437
8,자녀,학생,46960
9,부모님,부모,39980
10,연인,커플,35908
11,친구,지인,35415
12,기타가족,동생,34800
13,기타가족,오빠,34404
14,부모님,아빠,32199
15,기타가족,가정,30564
16,배우자,남편,29910
17,부모님,부모님,29286
18,자녀,애들,26066
19,자녀,아들,23704
20,기타가족,이모,21568
21,부모님,할머니,21159
22,연인,연인,20921
23,연인,남자친구,20479
24,배우자,신랑,19735
25,회사동료,직원들,18936
26,학생,대학생,18540
27,배우자,신부,18537
28,부모님,어머니,18525
29,회사동료,대리,17990
30,부모님,아버지,17128
31,자녀,청소년,16694
32,기타가족,효자,16618
33,회사동료,동료,15381
34,배우자,부인,15303
35,싱글,혼자서,14773
36,자녀,자녀,14652
37,배우자,아내,14491
38,친구,칭구,11372
39,친구,프렌,10920
40,싱글,홀로,10840
41,기타가족,장인,10022
42,부모님,할아버지,9534
43,연인,여자친구,8821
44,자녀,자식,8672
45,연인,남친,8543
46,자녀,딸,8460
47,회사동료,부장,8089
48,학생,초등학생,7783
49,기타가족,막내,7442
50,기타가족,형제,7034
51,배우자,배우자,6925
52,기타가족,누나,6859
53,기타가족,동서,6820
54,부모님,어머님,6632
55,학생,고등학생,6605
56,회사동료,임원,6369
57,기타가족,자매,6044
58,싱글,싱글,5963
59,기타가족,사촌,5931
60,부모님,엄마아빠,5646
61,학생,초딩,5603
62,기타가족,형,5539
63,기타가족,조카,5320
64,부모님,엄빠,5050
65,기타가족,이모님,4958
66,학생,중학생,4893
67,학생,고3,4871
68,학생,고딩,4240
69,배우자,남편이랑,4017
70,회사동료,차장,3918
71,기타가족,식구,3769
72,기타가족,친척,3622
73,친구,동창,3493
74,배우자,와이프,3380
75,연인,남친이,3329
76,싱글,나혼자,3251
77,연인,애인,3031
78,부모님,모녀,3001
79,부모님,아부지,2883
80,부모님,아버님,2835
81,기타가족,패밀리,2754
82,기타가족,손자,2709
83,친구,절친,2692
84,회사동료,사원,2676
85,기타가족,형님,2662
86,자녀,장남,2631
87,싱글,나홀로,2551
88,연인,여친,2517
89,기타가족,삼촌,2417
90,기타가족,고모,2376
91,부모님,할매,2240
92,기타가족,사위,2207
93,기타가족,남매,2146
94,기타가족,여동생,2113
95,자녀,미성년자,2101
96,기타가족,며느리,2059
97,기타가족,사촌동생,2006
98,부모님,아비,1993
99,기타가족,남동생,1920
100,기타가족,장모,1891
101,학생,재수생,1869
102,부모님,울엄마,1859
103,연인,예랑,1820
104,학생,고2,1816
105,친구,룸메,1776
106,학생,중딩,1767
107,부모님,외할머니,1682
108,부모님,시부,1641
109,부모님,어무니,1528
110,자녀,아드님,1503
111,부모님,할무니,1478
112,기타가족,형부,1475
113,배우자,예랑이,1452
114,회사동료,직장동료,1424
115,배우자,서방,1423
116,기타가족,시댁,1406
117,기타가족,손녀,1390
118,기타가족,이모님들,1246
119,자녀,장녀,1228
120,기타가족,손주,1182
121,기타가족,온가족,1159
122,자녀,따님,1137
123,부모님,시어머니,1081
124,학생,중3,1073
125,학생,중2,1045
126,자녀,딸아이,968
127,친구,베프,957
128,부모님,시부모,943
129,기타가족,차남,910
130,자녀,딸래미,897
131,배우자,예신,887
132,배우자,울신랑,879
133,부모님,할머님,873
134,배우자,집사람,854
135,배우자,우리신랑,847
136,연인,예비신부,819
136,자녀,딸내미,819
138,부모님,시부모님,807
138,부모님,장모님,807
140,기타가족,친지,805
141,학생,중1,803
142,연인,남치니,798
143,자녀,워킹맘,759
144,기타가족,막둥이,745
145,회사동료,회사사람,732
146,연인,예비신랑,731
147,기타가족,효녀,724
148,기타가족,태아,689
149,기타가족,혈육,661
150,기타가족,외삼촌,653
151,자녀,울애,651
152,회사동료,여직원,639
153,부모님,친정엄마,586
154,부모님,외할아버지,583
155,부모님,할배,576
156,자녀,큰아들,570
157,기타가족,울언니,557
158,부모님,엄니,556
158,자녀,외동,556
160,자녀,딸램,544
160,자녀,울애기,544
162,부모님,조부모,543
163,부모님,할부지,525
163,연인,썸남,525
165,부모님,시모,524
166,자녀,우리애,521
167,학생,고삼,504
168,자녀,큰딸,481
169,부모님,할아부지,465
170,회사동료,회사동료,445
171,자녀,우리아이,443
172,배우자,마누라,424
173,기타가족,덩생,420
174,자녀,우리딸,416
175,자녀,아들딸,397
176,싱글,독신,386
177,배우자,남편님,378
178,기타가족,장손,377
179,기타가족,사돈,374
180,부모님,시어머님,372
181,부모님,시아버지,360
182,배우자,남표니,359
183,기타가족,손주들,356
183,학생,초1,356
185,학생,초6,351
186,기타가족,새언니,350
187,친구,룸메이트,341
188,자녀,차녀,337
189,학생,초3,336
190,자녀,큰아이,330
191,연인,남친님,304
192,친구,프렌드,302
193,기타가족,가족모두,299
194,자녀,외동딸,298
195,기타가족,숙부,297
196,기타가족,시누,280
197,친구,남사친,277
198,자녀,외아들,272
199,부모님,어무이,271
200,자녀,아들램,270
201,학생,초5,256
202,배우자,남펴니,255
202,자녀,맏아들,255
204,부모님,장인어른,251
204,자녀,큰애,251
206,부모님,할아버님,240
207,배우자,마님,238
208,배우자,남푠,236
209,기타가족,올케,235
210,배우자,마눌,222
211,학생,초4,219
212,학생,초2,218
213,연인,여친님,212
214,기타가족,외손주,203
215,부모님,증조부,196
216,기타가족,숙모,194
217,배우자,아자씨,193
218,연인,썸녀,189
219,자녀,아들래미,188
220,기타가족,시누이,177
221,연인,약혼자,172
222,기타가족,처제,163
222,부모님,시아버님,163
224,배우자,마눌님,162
225,친구,여사친,161
226,자녀,우리아들,160
227,기타가족,외손녀,156
227,배우자,애엄마,156
229,자녀,둘째아들,152
230,연인,남친몬,150
231,기타가족,외손자,148
232,자녀,아들내미,139
233,자녀,둘째딸,136
234,자녀,손녀딸,132
235,배우자,와이프님,125
236,자녀,우리아이들,124
237,배우자,새색시,123
238,자녀,우리애들,122
239,부모님,친정어머니,121
240,자녀,둥이들,120
241,기타가족,시동생,118
242,자녀,삼둥이,117
243,자녀,맏딸,116
244,부모님,양가부모님,111
245,배우자,영감님,110
246,회사동료,직장상사,109
247,배우자,주말부부,108
247,연인,약혼녀,108
249,부모님,친정아버지,107
250,자녀,울아들,104
251,자녀,울딸,101
252,회사동료,회사직원,99
253,기타가족,맏며느리,98
253,기타가족,손자들,98
255,자녀,큰놈,93
256,배우자,안사람,92
257,기타가족,육촌,87
258,자녀,첫아이,85
259,부모님,외할무니,84
260,기타가족,큰며느리,83
261,자녀,딸냄,81
262,배우자,낭군님,79
263,자녀,아들녀석,77
264,자녀,첫째딸,76
265,자녀,외동아들,73
266,부모님,시엄마,72
267,기타가족,친정식구,71
268,자녀,젖먹이,69
268,기타가족,시댁식구,69
270,부모님,할마,67
271,기타가족,시댁식구들,62
272,자녀,첫아들,61
273,기타가족,친정식구들,60
274,자녀,첫째아들,55
275,자녀,저희아이,52
276,배우자,남의편,51
277,부모님,시엄니,49
277,회사동료,회사선배,49
279,자녀,둘째아이,47
280,부모님,시어미,46
280,부모님,친정아빠,46
280,부모님,할멈,46
283,연인,보이프렌드,45
