순위,분류,관련 키워드,언급건수
243,배우자,낭군님,73
244,배우자,아자씨,70
245,자녀,외아들,69
246,배우자,주말부부,66
246,자녀,둘째딸,66
248,배우자,마눌님,65
249,배우자,마님,64
250,부모님,친정어머니,62
251,연인,약혼자,61
252,자녀,첫째딸,58
253,부모님,친정아빠,57
254,자녀,맏아들,56
255,기타가족,시댁식구,53
255,자녀,둘째아이,53
257,싱글,싱글족,52
257,자녀,손녀딸,52
257,자녀,아들녀석,52
257,자녀,울딸,52
257,자녀,저희딸,52
262,기타가족,장손,51
263,자녀,둘째아들,47
263,자녀,직장맘,47
265,배우자,영감님,46
265,부모님,증조부,46
267,기타가족,맏며느리,45
267,자녀,첫아이,45
269,부모님,시엄니,43
270,기타가족,외손자,42
270,부모님,시엄마,42
270,부모님,외할무니,42
273,배우자,저희신랑,41
274,자녀,딸냄,40
275,자녀,삼둥이,38
276,기타가족,시댁식구들,37
277,부모님,할마,36
278,배우자,저희남편,35
278,자녀,저희아들,35
278,자녀,저희애,35
281,배우자,남의편,34
282,부모님,친정아버지,33
283,배우자,애아빠,31
284,회사동료,회사선배,30
285,연인,보이프렌드,28
285,자녀,맏딸,28
285,자녀,첫째아들,28
288,배우자,남푠님,27
288,자녀,초보맘,27
290,자녀,울애들,25
291,싱글,혼자남,23
291,친구,학교친구,23
293,자녀,외동아들,22
294,자녀,젖먹이,21
295,기타가족,육촌,20
296,자녀,울아이,19
296,부모님,함무니,19
298,기타가족,손자손녀,18
299,연인,피앙세,17
299,자녀,전업맘,17
299,싱글,혼행,17
302,기타가족,외손주,16
303,배우자,아이아빠,15
304,부모님,외할매,14
304,자녀,여식,14
306,회사동료,회사후배,13
306,부모님,시아빠,13
308,배우자,애기아빠,12
308,자녀,쌍둥이맘,12
308,자녀,저희애들,12
308,싱글,나홀로족,12
312,부모님,예비시어머님,11
312,부모님,친정엄니,11
312,자녀,둥이맘,11
315,친구,여행친구,10
315,부모님,할멈,10
317,자녀,첫딸,9
317,자녀,첫째아가,9
317,자녀,작은놈,9
317,기타가족,사돈댁,9
321,부모님,외할부지,8
321,자녀,제아이,8
323,기타가족,맏사위,7
323,연인,걸프렌드,7
323,부모님,친정아부지,7
323,자녀,우리집애,7
323,배우자,울랑,7
323,부모님,셤니,7
323,자녀,울아이들,7
323,부모님,시어른,7
323,싱글,싱글남,7
323,회사동료,사무실직원,7
333,친구,남자사람친구,6
333,자녀,딸자식,6
333,자녀,작은녀석,6
333,배우자,영감탱이,6
333,부모님,예비시아버님,6
338,부모님,시아부지,5
338,배우자,아내느님,5
338,친구,여자사람친구,5
338,부모님,외할배,5
338,기타가족,시댁어른,5
343,기타가족,큰며느리,4
343,부모님,시어미,4
343,배우자,우리와이프,4
343,부모님,예비시어머니,4
343,부모님,기러기아빠,4
343,부모님,외할머님,4
343,연인,피앙새,4
343,부모님,할버지,4
343,자녀,첫아기,4
343,자녀,울집애,4
343,부모님,친정맘,4
343,자녀,울아드님,4
355,자녀,첫아들,3
355,연인,울남친,3
355,친구,결혼한친구,3
358,기타가족,작은며느리,2
358,배우자,애들아빠,2
358,자녀,우리집아이,2
358,자녀,일하는엄마,2
358,기타가족,첫손녀,2
358,배우자,우리마눌,2
358,배우자,울랑이,2
358,부모님,증조모,2
358,배우자,와이프느님,2
358,부모님,할빠,2
358,자녀,셋째아이,2
358,자녀,첫아가,2
358,싱글,싱글녀,2
358,친구,트위터친구,2
358,기타가족,막내며느리,2
373,배우자,울서방,1
373,배우자,울와이프,1
373,자녀,알파맘,1
373,자녀,우리집아이들,1
373,기타가족,첫째손녀,1
373,싱글,싱글남자,1
373,자녀,외둥이,1
373,배우자,우리영감,1
373,싱글,싱글남성,1
373,배우자,마느님,1
373,배우자,마눌느님,1
373,회사동료,회사상사,1
373,기타가족,막내사위,1
373,기타가족,며늘애,1
373,배우자,우리마누라,1
373,부모님,어머니아버지,1
373,배우자,저희와이프,1
373,배우자,제아내,1
373,부모님,예비시엄마,1
373,부모님,외함무니,1
373,자녀,아들자식,1
373,자녀,울따님,1
373,배우자,애들엄마,1
373,자녀,첫째아기,1
