순위,분류,관련 키워드,언급건수
1,친구,친구,138279
2,회사동료,직원,91865
3,기타가족,가족,84930
4,싱글,혼자,61136
5,친구,친구들,55184
6,기타가족,엄마,50933
7,부모님,부모,33001
8,친구,지인,28189
9,자녀,학생,28079
10,기타가족,언니,27449
11,부모님,부모님,24895
12,배우자,남편,24249
13,기타가족,가정,23428
14,부모님,아빠,22062
15,기타가족,오빠,21911
16,연인,커플,20956
17,기타가족,동생,20830
18,회사동료,대리,15959
19,자녀,자녀,15313
20,연인,남자친구,15081
21,자녀,애들,15052
22,연인,연인,14593
23,회사동료,직원들,14306
24,자녀,아들,13882
25,기타가족,이모,12219
26,부모님,어머니,11923
27,회사동료,동료,11854
28,자녀,청소년,11794
29,싱글,혼자서,11405
30,친구,프렌,11033
31,부모님,할머니,8842
32,부모님,아버지,8769
33,배우자,아내,8513
34,학생,대학생,8300
35,자녀,자식,8294
36,기타가족,장인,7413
37,배우자,신랑,7227
38,싱글,싱글,6931
39,자녀,딸,6677
40,친구,칭구,6658
41,기타가족,형,6624
42,배우자,배우자,6596
43,배우자,부인,6563
44,기타가족,형제,6289
45,기타가족,동서,6240
46,회사동료,부장,6224
47,연인,여자친구,6176
48,연인,남친,6115
49,싱글,홀로,6087
50,학생,초등학생,5944
51,배우자,신부,4836
52,회사동료,임원,4613
53,기타가족,막내,4463
54,부모님,어머님,4372
55,배우자,남편이랑,4023
56,기타가족,누나,3970
57,싱글,나홀로,3918
58,학생,초딩,3603
59,기타가족,패밀리,3524
60,학생,고등학생,3475
61,부모님,할아버지,3471
62,배우자,와이프,3469
63,기타가족,조카,3452
64,부모님,엄마아빠,3346
65,부모님,엄빠,3097
66,기타가족,자매,3095
67,기타가족,사촌,3082
68,학생,중학생,3060
69,기타가족,식구,2866
70,학생,고3,2733
71,기타가족,이모님,2728
72,학생,고딩,2637
73,기타가족,효자,2420
74,연인,남친이,2393
75,기타가족,손주,2118
76,싱글,나혼자,2052
77,회사동료,차장,1972
78,기타가족,친척,1943
79,부모님,모녀,1926
80,친구,동창,1781
81,부모님,아버님,1771
82,기타가족,형님,1766
83,기타가족,남동생,1729
84,자녀,미성년자,1686
85,회사동료,사원,1628
86,기타가족,여동생,1620
87,연인,여친,1610
88,연인,애인,1567
89,부모님,아부지,1549
90,친구,절친,1509
91,기타가족,며늘,1467
92,기타가족,며늘아기,1462
93,기타가족,온가족,1424
94,회사동료,직장동료,1411
95,자녀,장남,1339
96,기타가족,삼촌,1305
96,학생,고2,1305
98,기타가족,장모,1294
99,기타가족,손자,1221
100,부모님,아비,1182
101,학생,중딩,1149
102,기타가족,사촌동생,1137
103,부모님,시부,1128
104,기타가족,태아,1126
105,기타가족,남매,1124
106,기타가족,고모,1121
107,기타가족,시댁,1115
108,부모님,할매,1114
109,배우자,서방,1069
110,자녀,워킹맘,1061
111,부모님,울엄마,1036
112,연인,예랑,1012
113,기타가족,며느리,966
114,학생,중3,954
115,기타가족,형부,939
116,부모님,어무니,931
117,자녀,우리아이,924
118,자녀,아드님,872
119,부모님,외할머니,850
120,기타가족,사위,838
121,부모님,친정엄마,801
122,친구,룸메,790
122,학생,중2,790
124,배우자,예랑이,774
125,자녀,울애,772
126,학생,재수생,757
127,자녀,따님,734
128,배우자,집사람,728
129,자녀,딸아이,723
130,친구,베프,712
131,학생,중1,708
132,기타가족,손녀,696
133,연인,남치니,688
134,자녀,울애기,683
135,자녀,장녀,681
136,부모님,할무니,675
137,배우자,예신,626
138,자녀,딸래미,586
139,기타가족,친지,583
140,기타가족,이모님들,565
141,학생,초3,546
142,부모님,시부모,527
143,기타가족,효녀,519
144,기타가족,막둥이,516
145,부모님,시어머니,513
146,부모님,시부모님,487
147,회사동료,회사사람,475
148,자녀,딸램,472
149,자녀,딸내미,462
150,부모님,장모님,448
151,자녀,우리딸,446
152,기타가족,차남,420
153,연인,예비신부,414
154,자녀,우리애,413
155,배우자,남표니,405
156,자녀,차녀,397
157,기타가족,가족모두,370
158,회사동료,여직원,363
159,배우자,남편님,355
160,부모님,할머님,347
161,연인,썸남,341
162,부모님,조부모,338
163,기타가족,울언니,326
163,회사동료,회사동료,326
165,자녀,외동,322
165,학생,초1,322
167,연인,예비신랑,302
168,자녀,큰아이,298
169,기타가족,혈육,293
170,자녀,큰딸,288
171,학생,초6,286
172,부모님,엄니,285
173,자녀,아들딸,279
174,부모님,할배,275
175,배우자,남펴니,266
176,학생,고삼,259
177,연인,남친님,255
178,기타가족,외삼촌,253
178,배우자,남푠,253
180,친구,프렌드,245
181,자녀,우리아이들,239
182,부모님,할부지,232
183,기타가족,덩생,230
184,부모님,외할아버지,228
185,자녀,아들램,225
186,부모님,시어머님,219
187,기타가족,새언니,216
188,기타가족,올케,211
188,친구,남사친,211
190,친구,룸메이트,210
191,배우자,와이프님,209
192,학생,초2,203
193,자녀,큰아들,200
194,자녀,큰애,197
195,부모님,시모,192
196,기타가족,사돈,181
197,학생,초5,179
198,부모님,시아버지,177
199,배우자,마누라,176
200,학생,초4,170
201,부모님,할아부지,169
202,자녀,우리아들,167
203,싱글,독신,161
204,부모님,어무이,157
205,자녀,아들래미,154
206,기타가족,시누,143
206,부모님,장인어른,143
208,배우자,애엄마,142
209,연인,썸녀,136
210,연인,여친님,135
210,친구,여사친,135
212,자녀,둥이들,134
213,기타가족,시동생,130
214,연인,남친몬,128
214,회사동료,직장상사,128
216,부모님,시아버님,119
217,배우자,마눌,118
218,기타가족,손주들,113
219,기타가족,숙모,110
219,자녀,큰놈,110
219,배우자,새색시,110
222,기타가족,손자들,107
223,기타가족,처제,106
224,배우자,안사람,102
225,부모님,양가부모님,101
225,자녀,아들내미,101
227,배우자,우리신랑,98
228,자녀,우리애들,96
229,자녀,저희아이,95
229,회사동료,회사직원,95
231,기타가족,외손녀,90
232,기타가족,숙부,88
232,자녀,외동딸,88
234,기타가족,친정식구,87
234,자녀,초보엄마,87
236,자녀,첫째아이,84
237,연인,약혼녀,81
238,부모님,할아버님,80
239,기타가족,시누이,78
240,배우자,울신랑,77
241,기타가족,친정식구들,76
242,자녀,울아들,74
