순위,분류,관련 키워드,언급건수
253,배우자,새색시,19
257,부모님,증조부,18
257,연인,여친님,18
257,자녀,젖먹이,18
260,부모님,양가부모님,17
260,배우자,남의편,17
262,기타가족,시동생,16
262,자녀,초보맘,16
262,기타가족,외손녀,16
262,자녀,우리애들,16
266,자녀,아들녀석,15
266,자녀,첫째딸,15
268,기타가족,육촌,14
268,부모님,시엄니,14
268,회사동료,직장상사,14
271,자녀,초보엄마,13
272,부모님,할멈,12
272,연인,약혼녀,12
272,자녀,딸냄,12
272,배우자,낭군님,12
276,기타가족,외손자,11
276,부모님,외할무니,11
276,자녀,저희아들,11
279,자녀,첫째아들,10
280,부모님,친정아빠,9
280,자녀,외동아들,9
280,기타가족,손자손녀,9
280,부모님,시엄마,9
284,배우자,저희남편,8
284,자녀,작은놈,8
284,부모님,할마,8
284,회사동료,회사선배,8
288,배우자,남푠님,7
288,부모님,친정아부지,7
288,기타가족,맏며느리,7
288,자녀,둥이맘,7
288,연인,보이프렌드,7
288,자녀,일하는엄마,7
294,자녀,울아드님,6
294,배우자,저희신랑,6
294,자녀,울애들,6
294,부모님,함무니,6
294,기타가족,외손주,6
299,자녀,첫딸,5
299,친구,학교친구,5
299,기타가족,며늘,5
299,기타가족,사돈댁,5
299,자녀,삼둥이,5
299,자녀,전업맘,5
299,배우자,애아빠,5
299,자녀,울아이,5
299,친구,여행친구,5
308,배우자,애기아빠,4
308,자녀,저희애들,4
308,기타가족,맏사위,4
308,부모님,친정엄니,4
308,싱글,나홀로족,4
308,싱글,혼자남,4
308,싱글,혼행,4
315,친구,남자사람친구,3
315,배우자,우리와이프,3
315,기타가족,첫손주,3
315,부모님,기러기아빠,3
315,자녀,첫째아기,3
315,부모님,외할매,3
315,싱글,싱글남,3
315,싱글,싱글녀,3
315,자녀,여식,3
315,자녀,첫아들,3
315,회사동료,회사후배,3
315,연인,피앙세,3
315,부모님,시아부지,3
315,부모님,어머니아버지,3
315,자녀,울아이들,3
315,배우자,애들아빠,3
331,기타가족,막내사위,2
331,배우자,울랑,2
331,배우자,울랑이,2
