순위,분류,관련 키워드,언급건수
1,친구,친구,52212
2,기타가족,가족,32185
3,회사동료,직원,30365
4,싱글,혼자,28775
5,친구,친구들,23193
6,자녀,학생,21969
7,기타가족,엄마,21350
8,기타가족,언니,14105
9,부모님,부모,13336
10,기타가족,가정,12082
11,친구,지인,9779
12,자녀,아들,9522
13,부모님,아빠,9399
14,부모님,어머니,9261
15,기타가족,동생,9217
16,학생,대학생,8856
17,부모님,부모님,8811
18,배우자,남편,8693
19,부모님,아버지,8241
20,기타가족,오빠,8109
21,자녀,자녀,7213
22,자녀,청소년,7176
23,연인,커플,6558
24,자녀,애들,6495
25,기타가족,이모,6051
26,싱글,혼자서,5761
27,회사동료,대리,5549
28,회사동료,직원들,5535
29,회사동료,동료,5138
30,연인,남자친구,5056
31,부모님,할머니,4876
32,배우자,부인,4758
33,연인,연인,4534
34,배우자,아내,4340
35,친구,프렌,3507
36,학생,초등학생,3346
37,자녀,딸,3308
38,자녀,자식,3277
39,친구,칭구,3259
40,기타가족,누나,2950
41,싱글,홀로,2814
42,회사동료,부장,2792
43,싱글,싱글,2680
44,연인,여자친구,2653
45,연인,남친,2473
46,부모님,할아버지,2416
47,배우자,배우자,2370
48,기타가족,막내,2339
49,기타가족,형제,2296
50,기타가족,장인,2293
51,기타가족,동서,2079
52,기타가족,조카,1949
53,학생,고등학생,1807
54,기타가족,자매,1729
55,부모님,어머님,1705
56,배우자,신랑,1698
56,회사동료,차장,1698
58,기타가족,형,1667
59,배우자,신부,1646
60,기타가족,사촌,1644
61,부모님,엄마아빠,1606
62,회사동료,임원,1584
63,학생,초딩,1568
64,학생,중학생,1555
65,기타가족,효자,1538
66,부모님,엄빠,1332
67,기타가족,손자,1321
68,학생,고딩,1261
69,기타가족,친척,1253
70,배우자,와이프,1233
71,기타가족,식구,1211
72,연인,여친,1201
73,기타가족,장모,1195
74,배우자,남편이랑,1007
75,기타가족,이모님,1003
76,학생,고3,1001
77,기타가족,남동생,987
78,기타가족,여동생,962
79,친구,동창,957
80,자녀,장남,951
81,부모님,모녀,914
82,연인,애인,895
83,싱글,나홀로,893
84,기타가족,패밀리,885
85,기타가족,형님,826
86,연인,남친이,821
87,부모님,아버님,812
88,기타가족,고모,809
89,기타가족,삼촌,726
90,싱글,나혼자,712
91,부모님,아부지,705
92,친구,룸메,689
93,부모님,아비,668
94,기타가족,사위,641
95,회사동료,사원,634
96,친구,절친,617
97,기타가족,남매,596
98,자녀,미성년자,593
99,자녀,장녀,563
100,기타가족,며느리,553
101,부모님,외할머니,546
102,기타가족,사촌동생,535
103,학생,고삼,523
104,부모님,할매,507
105,학생,중딩,498
106,기타가족,차남,472
107,회사동료,직장동료,470
108,기타가족,손녀,466
109,배우자,집사람,460
110,부모님,울엄마,456
111,부모님,어무니,443
112,부모님,시부,437
113,기타가족,시댁,431
114,자녀,따님,429
115,학생,고2,416
116,기타가족,온가족,386
117,학생,중3,383
118,기타가족,형부,380
119,기타가족,태아,376
120,자녀,아드님,375
121,부모님,할무니,370
121,싱글,독신,370
123,학생,중2,344
124,자녀,차녀,337
125,기타가족,손주,329
126,부모님,시어머니,314
127,부모님,장모님,311
128,자녀,우리아이,308
129,학생,중1,305
130,배우자,서방,299
131,자녀,딸아이,293
132,기타가족,시누,247
133,기타가족,이모님들,242
134,자녀,워킹맘,241
135,기타가족,외삼촌,240
136,기타가족,친지,235
137,부모님,시부모,225
138,기타가족,숙부,224
138,자녀,딸래미,224
138,친구,베프,224
141,부모님,조부모,218
142,자녀,외동,217
143,기타가족,혈육,216
144,부모님,할머님,210
145,연인,예랑,204
146,부모님,외할아버지,191
147,부모님,시부모님,186
147,연인,남치니,186
147,자녀,딸내미,186
150,부모님,친정엄마,179
150,자녀,맏아들,179
152,기타가족,효녀,174
153,회사동료,여직원,172
154,학생,초1,170
155,기타가족,막둥이,165
156,자녀,큰아들,163
157,자녀,울애,160
158,부모님,시모,151
159,회사동료,회사사람,150
160,학생,초6,148
161,자녀,큰딸,146
161,학생,초3,146
163,자녀,딸램,143
164,자녀,우리애,139
165,기타가족,가족모두,137
166,배우자,예랑이,136
167,연인,예비신부,135
168,부모님,할배,134
169,자녀,우리딸,130
169,자녀,울애기,130
171,기타가족,사돈,129
172,자녀,큰아이,128
173,부모님,할부지,126
174,연인,썸남,125
174,학생,초4,125
176,기타가족,장손,122
176,배우자,남편님,122
178,학생,재수생,121
179,자녀,외동딸,119
180,자녀,외아들,115
181,부모님,엄니,114
181,학생,초2,114
183,기타가족,울언니,112
184,기타가족,덩생,111
185,학생,초5,109
186,회사동료,회사동료,108
187,친구,룸메이트,102
188,부모님,시아버지,99
189,기타가족,손주들,97
190,배우자,예신,93
190,자녀,직장맘,93
192,부모님,증조부,92
193,부모님,장인어른,91
194,부모님,시어머님,90
195,배우자,남표니,89
196,배우자,마누라,88
197,자녀,우리아이들,86
198,기타가족,새언니,85
199,친구,프렌드,84
200,자녀,아들램,82
201,기타가족,손자들,80
202,자녀,아들딸,79
203,자녀,큰애,78
204,기타가족,올케,77
204,부모님,할아부지,77
206,연인,남친님,72
207,기타가족,시누이,66
207,부모님,어무이,66
209,배우자,남펴니,63
209,자녀,둘째딸,63
211,연인,약혼자,62
212,기타가족,숙모,61
213,자녀,둘째아들,60
214,자녀,둥이들,59
214,친구,남사친,59
216,기타가족,외손자,58
217,배우자,남푠,57
218,기타가족,처제,56
219,자녀,우리아들,55
220,자녀,맏딸,54
221,자녀,아들래미,53
222,부모님,할아버님,52
222,연인,예비신랑,52
224,배우자,마눌,51
224,배우자,안사람,51
226,자녀,아들내미,48
227,연인,여친님,47
228,부모님,시아버님,46
228,연인,썸녀,46
230,기타가족,시동생,45
230,자녀,손녀딸,45
232,배우자,마님,44
232,부모님,친정어머니,44
232,자녀,울딸,44
235,자녀,젖먹이,43
236,친구,여사친,42
237,기타가족,외손녀,40
237,연인,남친몬,40
239,배우자,영감님,38
240,배우자,애엄마,37
241,배우자,아자씨,36
241,배우자,주말부부,36
243,부모님,친정아버지,35
244,자녀,우리애들,34
245,배우자,마눌님,31
246,배우자,와이프님,29
247,기타가족,맏며느리,28
248,자녀,삼둥이,27
248,부모님,할마,27
250,자녀,첫아이,26
250,자녀,큰놈,26
252,자녀,외동아들,25
252,자녀,저희아이,25
252,자녀,첫째딸,25
252,자녀,첫째아이,25
256,자녀,울아들,23
256,자녀,첫째아들,23
256,부모님,외할무니,23
259,배우자,남의편,22
260,자녀,둘째아이,21
260,기타가족,시댁식구,21
260,부모님,할멈,21
260,자녀,초보맘,21
264,연인,약혼녀,20
264,배우자,낭군님,20
266,자녀,울아이,19
266,부모님,양가부모님,19
266,배우자,새색시,19
269,기타가족,시댁식구들,18
269,기타가족,친정식구,18
271,기타가족,큰며느리,17
271,회사동료,직장상사,17
271,기타가족,육촌,17
271,자녀,첫아들,17
275,회사동료,회사직원,16
275,자녀,딸냄,16
277,기타가족,친정식구들,15
277,자녀,저희애,15
277,기타가족,외손주,15
280,연인,피앙세,14
280,친구,학교친구,14
282,배우자,울신랑,13
282,배우자,저희남편,13
282,부모님,시엄마,13
282,자녀,아들녀석,13
286,싱글,혼자남,12
286,배우자,우리신랑,12
286,회사동료,회사선배,12
289,부모님,친정아빠,11
289,자녀,저희딸,11
289,자녀,여식,11
289,부모님,친정맘,11
293,싱글,싱글족,10
293,배우자,애들아빠,10
293,자녀,초보엄마,10
293,연인,보이프렌드,10
293,자녀,전업맘,10
293,배우자,남푠님,10
293,자녀,첫딸,10
300,자녀,울아이들,9
300,자녀,울애들,9
302,기타가족,며늘,8
302,배우자,저희신랑,8
302,부모님,증조모,8
302,싱글,혼행,8
302,배우자,영감탱이,8
302,부모님,할버지,8
302,부모님,함무니,8
302,자녀,작은놈,8
302,자녀,쌍둥이맘,8
311,기타가족,사돈댁,7
311,자녀,저희아들,7
311,배우자,애아빠,7
311,부모님,시엄니,7
315,부모님,어머니아버지,6
315,부모님,시어른,6
315,기타가족,시댁어른,6
315,부모님,외할머님,6
319,부모님,기러기아빠,5
319,부모님,시아빠,5
319,배우자,아이아빠,5
319,자녀,저희애들,5
319,기타가족,맏사위,5
324,자녀,우리집애,4
324,회사동료,회사후배,4
324,자녀,둥이맘,4
324,배우자,울랑,4
324,자녀,첫아기,4
329,배우자,애기아빠,3
329,연인,피앙새,3
329,친구,남자사람친구,3
329,기타가족,며늘아기,3
329,기타가족,손자손녀,3
329,배우자,우리와이프,3
329,부모님,시어미,3
329,부모님,외할부지,3
329,부모님,외할아버님,3
329,자녀,울집애,3
329,자녀,울둥이,3
329,친구,여자사람친구,3
329,친구,여행친구,3
329,자녀,딸자식,3
343,부모님,셤니,2
343,기타가족,첫손주,2
343,부모님,시아부지,2
343,자녀,울아드님,2
343,친구,트위터친구,2
343,연인,울남친,2
349,기타가족,작은며느리,1
349,배우자,울와이프,1
349,자녀,셋째아이,1
349,부모님,시애미,1
349,부모님,예비시아버님,1
349,부모님,예비시어머니,1
349,싱글,싱글남,1
349,자녀,제아이,1
349,기타가족,막내며느리,1
349,배우자,마느님,1
349,부모님,외할버지,1
349,부모님,친정엄니,1
349,자녀,첫째아기,1
349,부모님,외함무니,1
349,싱글,나홀로족,1
349,부모님,친정아부지,1
349,자녀,작은녀석,1
349,배우자,울마눌,1
349,부모님,외할매,1
349,부모님,외할배,1
349,자녀,일하는엄마,1
349,배우자,우리영감,1
349,자녀,울따님,1
