순위,분류,관련 키워드,언급건수
1,기타가족,가족,38573
2,친구,친구,31137
3,회사동료,직원,19359
4,싱글,혼자,17242
5,기타가족,엄마,15704
6,배우자,신랑,12808
7,친구,친구들,12742
8,부모님,부모,12563
9,배우자,신부,12342
10,자녀,학생,11244
11,기타가족,가정,11131
12,부모님,부모님,9309
13,배우자,남편,9092
14,친구,지인,8960
15,기타가족,오빠,6789
16,자녀,자녀,6314
17,기타가족,언니,6289
18,자녀,청소년,5955
19,부모님,아빠,5942
20,기타가족,동생,5567
21,자녀,아들,5082
22,회사동료,대리,4308
23,부모님,할머니,4233
24,싱글,혼자서,4122
25,부모님,어머니,4097
26,연인,커플,3951
27,기타가족,이모,3947
28,회사동료,직원들,3763
29,부모님,아버지,3420
30,자녀,애들,3264
31,연인,남자친구,3153
32,배우자,아내,3125
33,학생,대학생,2936
34,연인,연인,2792
35,학생,초등학생,2759
36,회사동료,동료,2626
37,싱글,홀로,2059
38,배우자,부인,1794
39,친구,프렌,1757
40,자녀,딸,1736
41,자녀,자식,1676
42,배우자,배우자,1654
43,기타가족,효자,1548
44,연인,여자친구,1521
45,학생,고등학생,1518
46,연인,남친,1483
47,기타가족,장인,1445
48,부모님,어머님,1398
49,기타가족,형제,1380
50,학생,중학생,1373
51,기타가족,누나,1358
52,기타가족,막내,1287
52,부모님,할아버지,1287
54,친구,칭구,1225
55,기타가족,동서,1219
56,기타가족,자매,1205
57,배우자,와이프,1203
58,회사동료,임원,1165
59,회사동료,부장,1159
60,싱글,나홀로,1158
61,배우자,남편이랑,1116
62,기타가족,조카,1104
63,부모님,엄마아빠,1020
64,기타가족,이모님,969
65,기타가족,식구,968
66,싱글,싱글,965
67,기타가족,형,934
68,연인,여친,933
69,학생,고3,932
70,학생,고딩,895
71,학생,초딩,835
72,부모님,엄빠,834
73,기타가족,사촌,795
74,배우자,울신랑,794
75,기타가족,친척,780
76,배우자,우리신랑,767
77,기타가족,장모,749
78,기타가족,패밀리,646
79,부모님,시부,645
80,기타가족,손자,640
81,기타가족,형님,616
82,친구,동창,615
83,학생,중3,597
84,부모님,아버님,587
85,기타가족,온가족,554
86,기타가족,여동생,526
87,기타가족,남동생,525
88,자녀,장남,497
89,자녀,미성년자,490
90,학생,고2,486
91,기타가족,남매,484
92,친구,절친,475
93,부모님,아부지,472
94,부모님,시어머니,454
95,부모님,시부모,443
95,연인,남친이,443
97,싱글,나혼자,426
98,학생,중2,425
99,회사동료,사원,423
100,부모님,시부모님,421
101,회사동료,차장,414
102,연인,애인,412
103,배우자,집사람,406
104,기타가족,고모,395
105,기타가족,삼촌,388
106,기타가족,시댁,385
107,자녀,우리아이,368
108,기타가족,태아,360
108,학생,중1,360
110,기타가족,며느리,341
110,부모님,모녀,341
110,학생,중딩,341
113,부모님,아비,335
114,자녀,아드님,334
115,회사동료,직장동료,326
116,자녀,따님,325
117,기타가족,손녀,311
118,배우자,서방,303
119,기타가족,사위,302
119,부모님,어무니,302
121,부모님,친정엄마,296
122,부모님,할매,288
123,부모님,장모님,287
124,부모님,외할머니,269
125,기타가족,형부,264
126,기타가족,손주,261
127,부모님,울엄마,259
128,기타가족,사촌동생,258
129,자녀,딸아이,250
130,자녀,워킹맘,245
131,자녀,장녀,239
132,친구,룸메,216
133,학생,재수생,214
134,기타가족,이모님들,199
135,부모님,할무니,198
136,기타가족,가족모두,192
137,연인,예랑,187
138,친구,베프,185
139,자녀,딸내미,182
140,연인,예비신부,180
141,기타가족,차남,173
142,자녀,아들딸,166
143,기타가족,막둥이,155
143,부모님,시모,155
145,자녀,딸램,154
146,기타가족,친지,149
147,부모님,할머님,145
148,자녀,딸래미,144
149,부모님,조부모,142
149,자녀,큰아이,142
151,연인,남치니,138
152,부모님,외할아버지,128
153,자녀,외동,126
154,자녀,울애,125
155,기타가족,외삼촌,123
156,배우자,예랑이,122
157,회사동료,여직원,121
158,연인,예비신랑,120
159,학생,초6,114
159,부모님,장인어른,114
161,배우자,남편님,110
162,자녀,우리딸,106
163,학생,초5,105
164,기타가족,사돈,101
164,배우자,마님,101
166,자녀,울애기,99
166,학생,초3,99
168,자녀,우리애,97
169,학생,초4,93
170,기타가족,울언니,92
170,부모님,친정맘,92
172,기타가족,혈육,91
173,자녀,직장맘,87
173,자녀,큰아들,87
175,기타가족,손주들,86
175,부모님,엄니,86
177,자녀,큰딸,80
178,부모님,시어머님,77
179,학생,초1,76
180,기타가족,덩생,74
181,배우자,예신,73
182,자녀,우리아이들,72
183,기타가족,효녀,71
184,자녀,아들램,70
185,배우자,남펴니,69
186,배우자,남표니,68
186,부모님,시아버지,68
186,회사동료,회사사람,68
189,배우자,마눌,66
189,자녀,큰애,66
191,부모님,할배,63
191,자녀,맏아들,63
193,회사동료,회사동료,62
194,기타가족,친정식구,61
195,부모님,어무이,60
196,부모님,시아버님,59
197,기타가족,처제,58
198,기타가족,친정식구들,57
199,부모님,할부지,54
199,자녀,차녀,54
199,학생,고삼,54
202,배우자,마누라,53
202,기타가족,시누,53
204,기타가족,새언니,52
204,배우자,마눌님,52
204,자녀,외동딸,52
204,친구,룸메이트,52
208,기타가족,숙부,50
209,기타가족,올케,49
209,자녀,우리아들,49
209,학생,초2,49
212,연인,썸남,46
213,자녀,아들내미,43
214,기타가족,숙모,42
215,기타가족,사돈댁,41
216,부모님,시엄마,40
216,자녀,외아들,40
218,배우자,저희신랑,39
218,기타가족,외손자,39
220,배우자,남푠,38
220,배우자,주말부부,38
220,싱글,독신,38
220,연인,여친님,38
220,자녀,저희아이,38
225,자녀,둘째아이,37
225,친구,프렌드,37
227,자녀,울딸,35
228,부모님,할아부지,34
228,기타가족,시댁식구,34
230,부모님,할아버님,32
230,기타가족,시누이,32
230,자녀,둥이들,32
230,친구,남사친,32
230,배우자,안사람,32
235,기타가족,손자들,31
235,자녀,둘째딸,31
237,배우자,애엄마,30
237,부모님,친정어머니,30
237,기타가족,시댁식구들,30
240,배우자,와이프님,29
241,자녀,큰놈,28
242,연인,남친님,27
242,자녀,아들래미,27
244,자녀,울아들,26
245,회사동료,직장상사,25
246,부모님,시엄니,23
246,부모님,친정아버지,23
246,자녀,첫째아이,23
249,배우자,남의편,22
249,자녀,첫째딸,22
251,연인,남친몬,21
251,자녀,손녀딸,21
253,부모님,친정아빠,20
253,연인,썸녀,20
255,배우자,새색시,19
255,자녀,첫아이,19
255,자녀,초보맘,19
255,부모님,증조부,19
259,연인,약혼녀,18
259,연인,약혼자,18
259,자녀,아들녀석,18
259,자녀,초보엄마,18
259,기타가족,시동생,18
264,배우자,아자씨,17
264,자녀,둘째아들,17
266,회사동료,회사직원,15
266,자녀,우리애들,15
268,기타가족,장손,14
268,자녀,딸냄,14
268,배우자,저희남편,14
268,부모님,양가부모님,14
268,친구,여사친,14
273,자녀,삼둥이,13
273,자녀,저희딸,13
273,부모님,할마,13
273,자녀,울애들,13
277,자녀,젖먹이,12
277,배우자,애아빠,12
277,자녀,울아이,12
280,싱글,혼자남,11
280,자녀,저희애,11
282,배우자,영감님,10
283,자녀,울아이들,9
284,자녀,여식,8
284,배우자,남푠님,8
284,기타가족,맏며느리,8
284,자녀,외동아들,8
284,배우자,낭군님,8
289,자녀,첫째아들,7
289,기타가족,외손녀,7
289,부모님,외할무니,7
289,연인,보이프렌드,7
289,자녀,전업맘,7
294,배우자,영감탱이,6
294,자녀,둥이맘,6
294,기타가족,육촌,6
294,부모님,시어른,6
294,회사동료,회사선배,6
299,자녀,딸자식,5
299,싱글,혼행,5
299,기타가족,외손주,5
299,자녀,작은놈,5
299,친구,여행친구,5
299,친구,학교친구,5
299,자녀,쌍둥이맘,5
306,배우자,아이아빠,4
306,부모님,친정엄니,4
306,자녀,저희아들,4
306,부모님,증조모,4
306,싱글,나홀로족,4
306,기타가족,시댁어른,4
306,부모님,어머니아버지,4
306,자녀,셋째아이,4
306,자녀,저희애들,4
306,자녀,맏딸,4
306,배우자,애기아빠,4
306,부모님,시아빠,4
318,연인,피앙세,3
318,기타가족,며늘,3
318,부모님,할멈,3
318,부모님,외할머님,3
318,자녀,작은녀석,3
318,자녀,첫딸,3
318,부모님,할버지,3
318,부모님,함무니,3
318,기타가족,막내며느리,3
318,싱글,싱글족,3
328,회사동료,회사후배,2
328,배우자,마느님,2
328,자녀,우리집애,2
328,자녀,울아드님,2
328,싱글,싱글녀,2
328,기타가족,손자손녀,2
328,배우자,울랑,2
328,배우자,애들아빠,2
328,부모님,시아부지,2
328,배우자,마눌느님,2
338,연인,피앙새,1
338,친구,남자사람친구,1
338,기타가족,며늘아기,1
338,기타가족,맏사위,1
338,부모님,외할배,1
338,자녀,울따님,1
338,자녀,일하는엄마,1
338,회사동료,회사상사,1
338,부모님,시어미,1
338,배우자,와이프느님,1
338,자녀,첫아들,1
338,부모님,외할부지,1
338,자녀,아들자식,1
338,부모님,셤니,1
338,자녀,첫째아기,1
338,부모님,예비시어머니,1
338,부모님,외할매,1
338,배우자,아이들엄마,1
338,연인,울남친,1
338,부모님,외함무니,1
338,부모님,친정아부지,1
338,배우자,아내느님,1
338,자녀,첫아기,1
338,회사동료,사무실직원,1
338,기타가족,큰며느리,1
