순위,분류,관련 키워드,언급건수
253,기타가족,손자들,67
254,연인,보이프렌드,65
254,자녀,첫째딸,65
256,부모님,친정어머니,64
257,배우자,남의편,62
258,기타가족,시동생,57
259,연인,약혼자,55
259,친구,학교친구,55
261,배우자,새색시,53
262,기타가족,맏며느리,52
262,배우자,영감님,52
262,연인,약혼녀,52
262,기타가족,시댁식구들,52
266,부모님,양가부모님,51
266,자녀,둘째아들,51
266,자녀,저희아이,51
266,자녀,첫아이,51
266,회사동료,회사선배,51
271,자녀,울애들,50
272,기타가족,외손자,45
272,부모님,친정아버지,45
274,부모님,시엄마,43
274,자녀,첫째아이,43
276,배우자,저희남편,42
276,부모님,시엄니,42
278,배우자,남푠님,41
279,기타가족,외손녀,39
280,자녀,아들녀석,37
281,자녀,저희애,36
281,배우자,낭군님,36
283,자녀,젖먹이,35
284,자녀,저희딸,34
285,자녀,초보엄마,33
286,싱글,혼자남,32
287,부모님,함무니,31
288,기타가족,육촌,28
289,부모님,할멈,26
289,자녀,첫째아들,26
291,부모님,할버지,25
291,자녀,맏딸,25
293,부모님,기러기아빠,23
294,연인,피앙세,22
294,자녀,저희아들,22
294,싱글,싱글족,22
297,자녀,둘째아이,21
298,배우자,울랑,20
299,배우자,저희신랑,19
299,부모님,어머니아버지,19
299,자녀,초보맘,19
302,회사동료,회사후배,18
303,자녀,작은놈,17
304,부모님,친정아빠,16
304,기타가족,사돈댁,16
304,부모님,시어미,16
307,친구,남자사람친구,15
307,기타가족,큰며느리,15
307,부모님,예비시어머니,15
307,연인,걸프렌드,15
311,기타가족,며늘,14
311,기타가족,손자손녀,14
311,싱글,혼행,14
311,자녀,울둥이,14
315,자녀,우리집애,13
315,싱글,싱글남,13
317,자녀,둥이맘,12
317,자녀,첫딸,12
317,자녀,저희애들,12
317,배우자,애기아빠,12
321,배우자,영감탱이,11
322,자녀,첫아들,10
323,연인,피앙새,9
323,자녀,전업맘,9
323,부모님,외할부지,9
323,친구,여자사람친구,9
323,기타가족,외손주,9
323,부모님,외할매,9
329,부모님,증조모,8
329,싱글,나홀로족,8
329,기타가족,첫손주,8
329,부모님,친정맘,8
329,자녀,딸자식,8
329,부모님,시아빠,8
329,자녀,여식,8
336,기타가족,맏사위,7
336,배우자,아이아빠,7
338,자녀,작은녀석,6
338,부모님,친정아부지,6
338,친구,여행친구,6
341,부모님,외할머님,5
341,자녀,제아이,5
341,부모님,외함무니,5
341,기타가족,막내며느리,5
341,부모님,시어른,5
341,부모님,시아부지,5
347,자녀,첫아기,4
347,기타가족,막내사위,4
347,기타가족,작은며느리,4
347,배우자,우리와이프,4
347,부모님,외할아버님,4
347,연인,울남친,4
