순위,분류,관련 키워드,언급건수
1,친구,친구,103456
2,회사동료,직원,62041
3,친구,친구들,41292
4,싱글,혼자,41003
5,기타가족,가족,39907
6,기타가족,엄마,35213
7,기타가족,언니,25963
8,기타가족,가정,17109
9,기타가족,오빠,16907
10,기타가족,동생,16827
11,친구,지인,16608
12,자녀,학생,15557
13,부모님,부모,15148
14,부모님,아빠,14675
15,연인,커플,14289
16,자녀,애들,12781
17,배우자,남편,12477
18,연인,남자친구,11171
19,부모님,부모님,11078
20,연인,연인,9489
21,기타가족,이모,9266
22,회사동료,직원들,8655
23,부모님,할머니,8447
24,친구,프렌,7602
25,친구,칭구,7475
26,자녀,아들,7076
27,회사동료,대리,7069
28,학생,대학생,6956
29,싱글,혼자서,6680
30,자녀,청소년,6516
31,부모님,어머니,6211
32,자녀,자녀,5939
33,회사동료,동료,5854
34,부모님,아버지,5218
35,연인,남친,4556
36,연인,여자친구,4465
37,부모님,할아버지,4252
38,기타가족,장인,3976
39,배우자,아내,3935
40,기타가족,막내,3848
41,싱글,홀로,3625
42,싱글,싱글,3430
43,기타가족,누나,3227
44,학생,초등학생,3185
45,자녀,딸,2974
46,기타가족,동서,2913
47,기타가족,사촌,2859
48,학생,초딩,2798
49,자녀,자식,2721
50,회사동료,부장,2675
51,배우자,신랑,2601
52,배우자,부인,2558
53,기타가족,형제,2533
54,부모님,엄마아빠,2506
55,배우자,배우자,2419
56,부모님,엄빠,2397
57,학생,고딩,2389
58,학생,고등학생,2238
59,배우자,남편이랑,2162
60,부모님,어머님,2154
61,싱글,나혼자,2078
62,배우자,신부,2059
63,기타가족,형,2026
64,배우자,와이프,2005
65,기타가족,자매,1950
66,기타가족,조카,1937
67,회사동료,임원,1797
68,연인,남친이,1785
69,싱글,나홀로,1753
70,기타가족,식구,1743
71,기타가족,이모님,1731
72,연인,여친,1695
73,학생,중학생,1635
74,기타가족,패밀리,1566
75,기타가족,효자,1561
76,기타가족,남동생,1511
77,부모님,아부지,1393
77,친구,절친,1393
79,학생,고3,1353
80,기타가족,여동생,1266
81,연인,애인,1224
82,기타가족,형님,1208
83,기타가족,친척,1149
84,회사동료,사원,1139
84,회사동료,차장,1139
86,친구,동창,1117
87,기타가족,사위,1036
88,기타가족,삼촌,1004
89,기타가족,사촌동생,1000
90,부모님,아버님,957
91,학생,중딩,903
92,기타가족,고모,899
93,기타가족,손자,898
94,부모님,외할머니,897
95,부모님,울엄마,872
96,부모님,할매,865
97,친구,룸메,837
98,부모님,어무니,766
99,부모님,아비,749
100,기타가족,장모,741
101,회사동료,직장동료,732
102,부모님,할무니,729
103,기타가족,남매,696
104,기타가족,형부,693
105,기타가족,며느리,664
106,자녀,미성년자,632
107,학생,고2,627
108,기타가족,온가족,610
109,기타가족,손녀,592
110,부모님,모녀,587
111,자녀,딸래미,585
112,자녀,장남,552
113,기타가족,시댁,536
113,부모님,시부,536
113,자녀,장녀,536
116,친구,베프,500
117,학생,중2,458
118,배우자,서방,441
119,기타가족,태아,420
120,기타가족,막둥이,410
121,학생,중3,408
122,자녀,아드님,407
123,회사동료,회사사람,406
124,연인,남치니,400
125,연인,예랑,384
125,자녀,우리아이,384
127,자녀,울애,370
128,자녀,따님,369
129,학생,중1,358
130,기타가족,손주,357
131,기타가족,이모님들,351
132,자녀,워킹맘,344
132,회사동료,여직원,344
134,자녀,딸내미,338
135,연인,썸남,333
136,자녀,우리애,323
137,부모님,장모님,322
138,기타가족,효녀,319
139,기타가족,혈육,295
139,자녀,울애기,295
141,기타가족,울언니,285
142,부모님,시어머니,277
143,부모님,할머님,266
144,기타가족,차남,259
145,배우자,예랑이,258
146,기타가족,외삼촌,250
147,자녀,딸아이,246
148,학생,고삼,241
149,부모님,시부모,239
150,부모님,할부지,233
151,기타가족,친지,223
152,자녀,외동,221
153,자녀,딸램,216
154,기타가족,덩생,215
155,배우자,남표니,209
155,배우자,집사람,209
157,부모님,시부모님,207
158,배우자,예신,196
158,회사동료,회사동료,196
160,부모님,엄니,193
161,자녀,차녀,189
162,연인,예비신부,183
163,부모님,할배,180
164,배우자,남편님,179
164,부모님,친정엄마,179
166,부모님,외할아버지,176
167,싱글,독신,175
167,학생,초6,175
169,자녀,여식,172
170,부모님,조부모,171
170,부모님,할아부지,171
172,기타가족,가족모두,170
173,배우자,마누라,167
174,학생,초1,163
175,연인,약혼자,160
176,친구,프렌드,153
177,자녀,우리딸,152
178,친구,남사친,151
179,친구,룸메이트,145
180,학생,재수생,144
181,연인,남친님,143
181,연인,썸녀,143
183,배우자,남펴니,130
184,연인,남친몬,126
185,배우자,남푠,125
186,학생,초3,122
187,기타가족,사돈,119
188,자녀,큰아들,116
189,자녀,큰딸,115
190,기타가족,새언니,114
191,부모님,시아버지,112
192,학생,초5,111
193,기타가족,시누,107
193,친구,여사친,107
195,자녀,아들램,105
196,연인,여친님,104
197,연인,예비신랑,100
198,기타가족,숙모,99
199,부모님,어무이,92
199,자녀,직장맘,92
201,부모님,시어머님,91
201,부모님,할멈,91
201,학생,초4,91
204,학생,초2,88
205,부모님,시모,87
206,자녀,우리아들,86
207,배우자,마눌,80
207,자녀,우리아이들,80
209,자녀,큰아이,79
210,배우자,아자씨,78
211,자녀,외동딸,77
212,배우자,애엄마,75
212,부모님,장인어른,75
212,자녀,큰애,75
215,자녀,우리애들,74
216,자녀,아들래미,73
216,배우자,안사람,73
218,기타가족,시누이,70
218,자녀,아들내미,70
218,회사동료,회사직원,70
221,기타가족,올케,69
222,배우자,마님,63
223,부모님,할아버님,62
224,배우자,영감님,61
224,자녀,둥이들,61
224,부모님,외할무니,61
227,자녀,둘째딸,59
228,배우자,와이프님,58
229,기타가족,손주들,56
230,부모님,할마,55
231,기타가족,장손,54
232,배우자,주말부부,52
233,기타가족,손자손녀,51
234,기타가족,손자들,50
234,자녀,삼둥이,50
236,부모님,친정어머니,49
237,자녀,외아들,48
238,자녀,울아들,47
238,부모님,친정아버지,47
240,기타가족,숙부,46
240,기타가족,처제,46
242,배우자,마눌님,44
242,부모님,증조부,44
244,자녀,손녀딸,42
244,자녀,아들딸,42
244,자녀,큰놈,42
247,부모님,시아버님,41
248,기타가족,시동생,40
249,자녀,첫째딸,38
250,기타가족,육촌,36
251,자녀,첫아이,35
251,자녀,울딸,35
251,기타가족,친정식구,35
254,연인,약혼녀,34
255,자녀,외동아들,32
256,기타가족,시댁식구,31
