순위,분류,관련 키워드,언급건수
253,기타가족,시동생,77
253,기타가족,맏며느리,77
255,자녀,큰놈,75
256,자녀,첫째딸,74
257,배우자,우리신랑,70
257,부모님,할마,70
259,기타가족,친정식구,69
260,연인,보이프렌드,61
261,배우자,울신랑,59
262,기타가족,친정식구들,57
262,기타가족,육촌,57
264,배우자,새색시,56
264,자녀,셋째아이,56
264,회사동료,회사선배,56
267,기타가족,손자손녀,54
268,기타가족,시댁식구,52
269,자녀,울애들,51
270,자녀,울딸,48
271,자녀,저희아이,46
272,부모님,양가부모님,45
273,자녀,첫아이,44
273,부모님,시엄니,44
275,배우자,남의편,43
275,기타가족,시댁식구들,43
277,자녀,첫째아들,42
277,자녀,딸냄,42
279,부모님,시엄마,40
279,자녀,아들녀석,40
279,회사동료,직장상사,40
279,부모님,할멈,40
283,자녀,직장맘,39
284,배우자,낭군님,38
284,배우자,애아빠,38
286,부모님,친정아버지,35
287,부모님,함무니,30
287,싱글,혼자남,30
289,기타가족,사돈댁,28
289,부모님,할버지,28
289,자녀,첫아들,28
292,싱글,혼행,27
292,연인,피앙세,27
294,자녀,여식,26
294,자녀,저희딸,26
294,싱글,싱글남,26
297,친구,학교친구,25
298,자녀,저희아들,24
299,부모님,친정아빠,23
300,배우자,남푠님,22
300,자녀,초보엄마,22
300,기타가족,며늘,22
303,자녀,울아이,19
304,친구,남자사람친구,18
304,배우자,애기아빠,18
304,배우자,영감탱이,18
304,자녀,전업맘,18
308,자녀,첫딸,17
308,친구,여행친구,17
310,기타가족,큰며느리,16
310,배우자,저희남편,16
310,부모님,증조모,16
310,자녀,작은놈,16
314,부모님,시아빠,15
314,회사동료,회사후배,15
314,자녀,저희애,15
314,배우자,울랑,15
314,자녀,우리집애,15
319,부모님,어머니아버지,14
319,기타가족,외손주,14
321,부모님,시어미,13
321,자녀,울아이들,13
323,부모님,외할부지,12
323,부모님,외할머님,12
323,자녀,초보맘,12
326,부모님,시어른,11
327,자녀,쌍둥이맘,10
327,자녀,둥이맘,10
327,배우자,아이아빠,10
330,배우자,저희신랑,9
330,자녀,첫아기,9
332,기타가족,며늘아기,8
332,연인,피앙새,8
332,자녀,작은녀석,8
332,부모님,외할매,8
336,기타가족,맏사위,7
336,연인,걸프렌드,7
336,부모님,친정맘,7
336,부모님,시아부지,7
340,배우자,마느님,6
340,싱글,나홀로족,6
340,부모님,셤니,6
340,기타가족,막내며느리,6
344,친구,여자사람친구,5
344,연인,울남친,5
344,자녀,우리집아이,5
344,배우자,울랑이,5
344,기타가족,첫손주,5
344,부모님,친정엄니,5
350,기타가족,시댁어른,4
350,배우자,마눌느님,4
350,부모님,할빠,4
350,배우자,우리와이프,4
350,싱글,싱글녀,4
350,부모님,기러기아빠,4
350,자녀,울집애,4
357,부모님,빙장어른,3
357,회사동료,사무실직원,3
357,자녀,제아이,3
357,부모님,예비시어머니,3
357,자녀,첫째아기,3
357,배우자,애들아빠,3
357,부모님,외할배,3
357,배우자,아내느님,3
357,회사동료,회사상사,3
357,자녀,저희애들,3
367,부모님,외할버지,2
367,배우자,와이프느님,2
367,기타가족,작은며느리,2
367,배우자,우리영감,2
367,싱글,싱글남자,2
367,자녀,울둥이,2
367,친구,트위터친구,2
367,자녀,울아드님,2
367,배우자,울와이프,2
367,부모님,외함무니,2
377,자녀,아들자식,1
377,배우자,남편느님,1
377,싱글,싱글남성,1
377,기타가족,첫손자,1
377,부모님,외할아버님,1
377,배우자,저희와이프,1
377,싱글,싱글여자,1
377,기타가족,첫손녀,1
377,부모님,시압지,1
377,부모님,예비시아버님,1
377,부모님,친정아부지,1
377,자녀,일하는엄마,1
377,배우자,우리서방,1
377,부모님,예비시아버지,1
377,기타가족,첫째손녀,1
377,배우자,아이들엄마,1
377,자녀,첫째아가,1
377,부모님,예비시어머님,1
377,자녀,첫아가,1
377,배우자,울서방,1
377,배우자,제아내,1
