순위,분류,관련 키워드,언급건수
1,친구,친구,38998
2,기타가족,가족,29888
3,회사동료,직원,21109
4,싱글,혼자,20435
5,친구,친구들,17413
6,기타가족,엄마,16776
7,자녀,학생,15653
8,부모님,부모,10326
9,기타가족,언니,9828
10,기타가족,가정,9501
11,친구,지인,7620
12,부모님,아빠,7309
13,부모님,부모님,7281
14,기타가족,동생,7239
15,배우자,남편,6616
16,기타가족,오빠,6293
17,학생,대학생,5836
18,자녀,아들,5062
19,자녀,애들,4981
20,자녀,청소년,4894
21,부모님,할아버지,4781
22,연인,커플,4656
23,자녀,자녀,4638
24,부모님,어머니,4626
25,회사동료,대리,4439
26,부모님,할머니,4425
27,회사동료,직원들,4300
28,기타가족,이모,4183
29,싱글,혼자서,4128
30,부모님,아버지,4116
31,연인,연인,3904
32,연인,남자친구,3697
33,배우자,아내,3556
34,친구,프렌,3383
35,배우자,부인,3003
36,회사동료,동료,2630
37,싱글,홀로,2623
38,기타가족,장모,2439
39,자녀,딸,2369
40,친구,칭구,2306
41,학생,초등학생,2218
42,싱글,싱글,2131
43,기타가족,장인,2075
44,자녀,자식,2048
45,기타가족,동서,1961
46,기타가족,형제,1888
47,부모님,어머님,1736
48,배우자,신랑,1732
49,연인,여자친구,1721
50,배우자,배우자,1703
51,배우자,신부,1701
52,회사동료,부장,1692
53,학생,고등학생,1606
54,기타가족,누나,1605
55,부모님,아비,1533
56,기타가족,막내,1521
57,연인,남친,1506
58,부모님,엄마아빠,1472
59,배우자,와이프,1454
60,학생,중학생,1445
61,기타가족,형,1310
62,기타가족,효자,1270
63,기타가족,조카,1268
64,기타가족,사촌,1263
65,학생,초딩,1243
66,기타가족,자매,1212
67,회사동료,임원,1182
68,기타가족,식구,1056
69,부모님,엄빠,1051
70,학생,고딩,1047
71,싱글,나홀로,999
72,학생,고3,995
73,배우자,남편이랑,931
74,기타가족,여동생,883
75,부모님,아버님,871
76,자녀,장남,852
77,기타가족,며느리,808
78,연인,애인,783
79,기타가족,친척,782
80,기타가족,패밀리,773
81,기타가족,이모님,764
82,친구,동창,749
83,기타가족,사위,747
84,자녀,우리아이,708
85,기타가족,남동생,628
86,부모님,장모님,626
87,기타가족,형님,604
88,싱글,나혼자,603
89,부모님,아부지,600
90,기타가족,손자,592
91,회사동료,사원,564
92,기타가족,온가족,562
93,기타가족,삼촌,544
94,연인,남친이,523
95,기타가족,고모,493
