순위,분류,관련 키워드,언급건수
1,친구,친구,55838
2,싱글,혼자,37193
3,기타가족,가족,36695
4,회사동료,직원,28835
5,친구,친구들,25820
6,기타가족,엄마,21485
7,자녀,학생,21025
8,부모님,부모,16232
9,기타가족,가정,14880
10,기타가족,언니,12799
11,친구,지인,12417
12,부모님,부모님,10917
13,기타가족,동생,9869
13,부모님,아빠,9869
15,싱글,혼자서,9496
16,배우자,남편,9300
17,자녀,청소년,9035
18,자녀,아들,8939
19,기타가족,오빠,8419
20,회사동료,대리,8069
21,학생,대학생,7953
22,부모님,어머니,7108
23,회사동료,동료,6990
24,부모님,아버지,6980
25,기타가족,이모,6914
26,자녀,자녀,6823
27,연인,커플,6809
28,자녀,애들,6744
29,자녀,자식,6152
30,회사동료,직원들,6127
31,배우자,부인,5757
32,배우자,아내,5571
33,부모님,할머니,5193
34,연인,남자친구,4722
35,연인,연인,4393
36,싱글,홀로,3916
37,학생,초등학생,3877
38,싱글,싱글,3543
39,기타가족,형제,3366
40,자녀,딸,3320
41,기타가족,동서,2908
42,연인,여자친구,2830
43,친구,프렌,2805
44,기타가족,막내,2786
45,부모님,할아버지,2614
46,친구,칭구,2562
47,기타가족,누나,2454
48,배우자,신랑,2429
49,기타가족,장인,2376
50,배우자,배우자,2279
51,부모님,어머님,2256
52,기타가족,형,2242
53,학생,고등학생,2208
54,기타가족,자매,2196
55,배우자,신부,2099
56,기타가족,조카,2063
57,연인,남친,2039
58,회사동료,부장,1969
59,학생,중학생,1918
60,기타가족,친척,1785
61,회사동료,임원,1767
62,부모님,엄마아빠,1755
63,기타가족,사촌,1571
63,기타가족,식구,1571
65,학생,초딩,1422
66,기타가족,이모님,1353
67,배우자,와이프,1327
68,자녀,미성년자,1326
69,부모님,엄빠,1301
70,학생,고3,1282
71,기타가족,여동생,1280
72,기타가족,효자,1230
73,기타가족,형님,1226
74,싱글,나홀로,1219
75,학생,고딩,1209
76,배우자,남편이랑,1173
77,친구,동창,1166
78,기타가족,남매,1157
79,회사동료,차장,1128
80,기타가족,패밀리,1083
81,기타가족,남동생,1070
82,부모님,아버님,1063
83,기타가족,손자,1055
84,싱글,나혼자,1037
85,회사동료,사원,1020
86,부모님,아비,986
87,자녀,장남,971
88,기타가족,고모,964
89,연인,애인,923
90,친구,절친,896
91,기타가족,삼촌,864
92,부모님,아부지,847
93,부모님,모녀,830
94,연인,남친이,791
95,배우자,서방,788
96,기타가족,태아,771
97,기타가족,며느리,767
98,기타가족,사위,737
99,기타가족,시댁,688
100,회사동료,직장동료,657
101,자녀,장녀,636
102,기타가족,장모,608
103,기타가족,손녀,605
104,기타가족,친지,597
105,친구,룸메,594
106,자녀,우리아이,585
107,부모님,시부,584
108,학생,고2,572
109,기타가족,온가족,563
109,연인,여친,563
