순위,분류,관련 키워드,언급건수
1,친구,친구,41198
2,기타가족,가족,34315
3,싱글,혼자,22631
4,회사동료,직원,21387
5,친구,친구들,19054
6,기타가족,엄마,18981
7,자녀,학생,18380
8,부모님,부모,13680
9,기타가족,가정,12045
10,기타가족,언니,9509
11,부모님,부모님,9271
12,친구,지인,9204
13,부모님,아빠,8306
14,배우자,남편,7816
15,회사동료,대리,7321
16,기타가족,동생,7179
17,기타가족,오빠,6374
18,자녀,자녀,6360
19,자녀,청소년,6293
20,부모님,어머니,5929
21,자녀,애들,5673
22,연인,커플,5443
23,자녀,아들,5422
24,싱글,혼자서,5174
25,부모님,아버지,5100
26,기타가족,이모,4867
27,학생,대학생,4718
28,회사동료,직원들,3974
29,연인,남자친구,3833
30,부모님,할머니,3737
31,학생,초등학생,3724
32,자녀,자식,3644
33,연인,연인,3545
34,회사동료,동료,3306
35,배우자,아내,3166
36,기타가족,동서,2625
37,배우자,부인,2545
38,학생,고등학생,2446
39,친구,프렌,2235
40,배우자,신랑,2186
41,싱글,홀로,2167
42,학생,중학생,2160
43,연인,여자친구,2139
44,자녀,딸,2058
45,부모님,어머님,2000
46,배우자,배우자,1852
47,친구,칭구,1805
48,부모님,할아버지,1754
49,기타가족,누나,1693
50,학생,고딩,1660
51,연인,남친,1639
52,기타가족,장인,1600
53,기타가족,막내,1572
53,학생,고3,1572
55,배우자,신부,1553
56,싱글,나홀로,1532
57,자녀,미성년자,1467
58,회사동료,부장,1433
59,학생,초딩,1428
60,부모님,엄마아빠,1391
61,기타가족,형제,1387
62,회사동료,임원,1364
63,배우자,와이프,1337
64,싱글,싱글,1334
65,기타가족,자매,1305
66,배우자,서방,1286
67,기타가족,조카,1231
68,배우자,남편이랑,1131
68,부모님,엄빠,1131
70,기타가족,형,1067
71,기타가족,효자,1063
72,기타가족,사촌,1040
73,기타가족,식구,1022
74,부모님,아버님,1001
75,기타가족,패밀리,994
76,부모님,외할아버지,977
77,학생,중딩,877
78,기타가족,이모님,872
79,기타가족,남동생,822
80,자녀,우리아이,796
81,기타가족,친척,786
82,기타가족,여동생,770
83,친구,동창,752
84,학생,고2,742
85,기타가족,형님,735
86,기타가족,장모,730
87,부모님,모녀,729
88,연인,여친,702
89,기타가족,손자,695
90,기타가족,며느리,679
91,학생,중3,634
92,부모님,아부지,627
93,회사동료,사원,626
94,자녀,아드님,619
95,연인,남친이,600
96,기타가족,온가족,592
97,연인,애인,589
98,싱글,나혼자,571
99,기타가족,고모,560
100,기타가족,남매,540
101,부모님,어무니,527
102,부모님,아비,513
103,기타가족,시댁,512
104,학생,중2,476
105,회사동료,직장동료,471
106,기타가족,사위,469
107,회사동료,차장,463
108,기타가족,태아,443
109,학생,중1,442
110,친구,룸메,437
111,기타가족,삼촌,431
112,부모님,시어머니,429
113,부모님,시부,419
114,자녀,따님,413
115,부모님,장모님,395
116,부모님,울엄마,390
117,기타가족,사촌동생,381
118,친구,절친,374
119,학생,재수생,372
120,자녀,딸아이,346
121,자녀,장남,344
122,기타가족,형부,325
123,부모님,외할머니,321
124,부모님,할매,306
125,부모님,할무니,305
126,기타가족,손주,289
127,부모님,장인어른,284
128,부모님,시아버지,270
129,부모님,친정엄마,269
130,기타가족,손녀,256
130,자녀,우리애,256
132,친구,베프,255
133,자녀,워킹맘,242
134,자녀,딸내미,240
135,기타가족,가족모두,236
136,자녀,딸래미,235
137,배우자,집사람,232
138,기타가족,막둥이,220
139,기타가족,이모님들,217
140,부모님,조부모,215
141,학생,초6,212
142,자녀,장녀,200
143,부모님,시부모,196
144,기타가족,울언니,189
145,자녀,큰아이,186
145,학생,초1,186
147,자녀,큰딸,182
148,자녀,울애,181
149,학생,초4,177
150,학생,초3,174
151,자녀,외동,171
152,기타가족,친지,169
153,연인,예랑,167
154,부모님,할머님,164
155,친구,룸메이트,161
156,부모님,시부모님,160
157,연인,예비신부,156
158,자녀,딸램,155
158,자녀,우리아이들,155
158,자녀,울애기,155
161,학생,고삼,149
162,기타가족,효녀,148
163,자녀,우리딸,145
164,연인,남치니,144
165,자녀,외아들,142
165,자녀,우리아들,142
167,기타가족,외삼촌,134
168,싱글,독신,133
169,배우자,남표니,125
170,배우자,남편님,124
170,부모님,엄니,124
172,기타가족,처제,123
173,배우자,예랑이,122
174,학생,초2,114
175,배우자,예신,110
175,학생,초5,110
177,기타가족,혈육,109
178,부모님,시모,106
179,자녀,큰아들,105
180,기타가족,차남,103
181,회사동료,회사사람,99
182,배우자,안사람,95
183,부모님,할부지,92
184,자녀,차녀,89
185,부모님,시어머님,85
186,자녀,큰애,84
187,기타가족,시누,83
187,회사동료,여직원,83
187,자녀,외동딸,83
190,배우자,남푠,82
191,배우자,남펴니,81
191,자녀,아들램,81
193,부모님,할배,78
194,부모님,어무이,77
195,연인,썸남,71
195,배우자,마누라,71
197,기타가족,덩생,67
198,연인,예비신랑,66
199,부모님,친정어머니,65
200,친구,프렌드,63
200,회사동료,회사동료,63
202,기타가족,올케,61
202,배우자,마님,61
204,배우자,마눌,58
204,자녀,아들딸,58
206,부모님,할아부지,56
207,자녀,아들래미,55
208,기타가족,시누이,54
209,기타가족,손주들,53
209,부모님,할아버님,53
209,친구,남사친,53
209,친구,여사친,53
213,자녀,둥이들,52
214,회사동료,직장상사,51
215,기타가족,새언니,50
216,자녀,둘째아들,49
217,배우자,우리신랑,47
217,자녀,아들내미,47
217,자녀,저희아이,47
220,배우자,와이프님,46
