"POI번호",559245
"관광타입","음식점"
"음식점명","롯데리아 방학점"
"주소(도로명)","서울 도봉구 방학로 173"
"대표번호","없음"
"영업시간","상황에 따라 다름"
"휴무일","상황에 따라 다름"
"취급메뉴","한우불고기버거, 새우버거"
"주차시설 유무","있음"
