"POI번호",379757
"관광타입","음식점"
"음식점명","함흥냉면 생면국수"
"주소(도로명)","인천 서구 원당대로835번길 6"
"대표번호","없음"
"영업시간","10:00-22:00"
"휴무일","매주 일요일"
"취급메뉴","함흥냉면, 낚지덮밥"
"주차시설 유무","있음"
