"POI번호",552877
"관광타입","음식점"
"음식점명","먼치오케이 샐러드 클럽 본사"
"주소(도로명)","서울 마포구 양화로 147"
"대표번호","1668-5901"
"영업시간","09:00 - 18:00"
"휴무일","매주 토요일, 일요일"
"취급메뉴","부채살 스테이크 샐러드, 연어스테이크 샐러드"
"주차시설 유무","있음"
