"POI번호",394612
"관광타입","음식점"
"음식점명","봄봄 이곡점"
"주소(도로명)","대구 달서구 성서로 420"
"대표번호","없음"
"영업시간","상황에 따라 다름"
"휴무일","상황에 따라 다름"
"취급메뉴","딸기스무디, 아메리카노"
"주차시설 유무","없음"
