"POI번호",586941
"관광타입","음식점"
"음식점명","삼미반점"
"주소(도로명)","경북 포항시 남구 장기면 읍내길 91-2"
"대표번호","없음"
"영업시간","상황에 따라 다름"
"휴무일","상황에 따라 다름"
"취급메뉴","자장면, 짬뽕"
"주차시설 유무","없음"
