"POI번호",558772
"관광타입","음식점"
"음식점명","컴포즈커피 신림대학점"
"주소(도로명)","서울 관악구 호암로24길 32"
"대표번호","없음"
"영업시간","07:00/08:00 - 22:00/23:00"
"휴무일","상황에 따라 다름"
"취급메뉴","아메리카노, 카페라떼"
"주차시설 유무","없음"
