"POI번호",87585
"관광타입","음식점"
"음식점명","먹거리장터"
"주소(도로명)","경기 의정부시 태평로89번길 36"
"대표번호","없음"
"영업시간","상황에 따라 다름"
"휴무일","상황에 따라 다름"
"취급메뉴","떡볶이, 순대"
"주차시설 유무","없음"
