"POI번호",535877
"관광타입","음식점"
"음식점명","신기루"
"주소(도로명)","전북 장수군 계북면 장무로 970"
"대표번호","없음"
"영업시간","상황에 따라 다름"
"휴무일","상황에 따라 다름"
"취급메뉴","물짜장, 쟁반짜장"
"주차시설 유무","없음"
