"POI번호",436465
"관광타입","음식점"
"음식점명","캄보디아음식타이푸드"
"주소(도로명)","광주 광산구 월전로 10-45"
"대표번호","없음"
"영업시간","상황에 따라 다름"
"휴무일","상황에 따라 다름"
"취급메뉴","쌀국수, 볶음밥"
"주차시설 유무","없음"
