"POI번호",620136
"관광타입","음식점"
"음식점명","준스시"
"주소(도로명)","경남 사천시 벌리4길 53"
"대표번호","없음"
"영업시간","12:00 - 21:00"
"휴무일","매주 월요일"
"취급메뉴","고래고기, 생선회"
"주차시설 유무","있음"
