"POI번호",357486
"관광타입","음식점"
"음식점명","버섯한끼"
"주소(도로명)","충북 괴산군 청천면 청천3길 10"
"대표번호","없음"
"영업시간","상황에 따라 다름"
"휴무일","상황에 따라 다름"
"취급메뉴","버섯떡볶이, 버섯우동"
"주차시설 유무","없음"
