관광지,10대 이하(남) 관광객 수,10대 이하(여) 관광객 수,20대 (남) 관광객 수,20대 (여) 관광객 수,30대 (남) 관광객 수,30대 (여) 관광객 수,40대 (남) 관광객 수,40대 (여) 관광객 수,50대 (남) 관광객 수,50대 (여) 관광객 수,60대 (남) 관광객 수,60대 (여) 관광객 수,70대 이상 (남) 관광객 수,70대 이상 (여) 관광객 수
덕수궁,29660,48535,221104,326264,331657,299300,328961,234586,307389,204926,150998,113248,62017,40446
국립중앙박물관,118953,125750,288885,292284,329669,356859,336467,309277,275291,295683,197122,227710,105358,135946
경복궁,81182,115008,297669,399147,368703,338260,331495,257077,243547,280756,206338,250312,104860,108243
남산골한옥마을,26004,30647,144881,158812,96587,74298,85442,48293,87300,53866,48293,36220,22289,15788
창경궁,11541,14204,77239,107424,79014,82565,65697,71912,71024,87004,67473,74575,41726,36400
서대문자연사박물관,12545,12545,22385,25829,15989,22385,19679,26075,18695,23861,12545,17219,7871,8363
