관광지,10대 이하 관광객 수,20대 관광객 수,30대 관광객 수,40대 관광객 수,50대 관광객 수,60대 관광객 수,70대 이상 관광객 수
국립광주과학관,60054,161199,130223,130223,104305,40457,6320
국립광주박물관,55713,86665,75832,79959,107816,74800,35078
김대중컨벤션센터,51680,192467,177319,149696,174646,105144,40097
충장사,486,935,1163,1680,2706,1661,1312
