관광지,10대 이하 관광객 수,20대 관광객 수,30대 관광객 수,40대 관광객 수,50대 관광객 수,60대 관광객 수,70대 이상 관광객 수
장태산자연휴양림,81937,274314,285001,274314,406127,349127,112219
한밭수목원,137482,320233,328616,311850,306820,194487,70417
대전오월드,180967,113834,245183,190697,103132,90483,46701
국립중앙과학관,64165,150979,129590,117008,94991,59762,13210
대동하늘공원,15263,47631,23171,18022,36228,21884,21700
우암사적공원,27428,74132,13899,17605,19088,18717,14454
