ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCLHTPO22N000000001,장소,관광지,10684323,영산만년교,,,60605,보물,4.87E+18,경상남도,창녕군,영산면,동리,433,4874038025,4874038000,,,,128.5298113,35.45363364,라마934180,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000002,장소,관광지,10684359,보각국사탑및비,,,60605,보물,4.77E+18,경상북도,군위군,삼국유사면,화북리,612,4772038022,4772038000,4.77E+11,삼국유사로,250,128.7793311,36.12779702,마마151930,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000003,장소,관광지,8269960,석조여래좌상,,,60605,보물,4.68E+18,전라남도,영암군,군서면,도갑리,8,4683036029,4683036000,4.68E+11,도갑사로,306,126.6638026,34.75394988,다라234402,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000004,장소,관광지,8270033,숭열당,,,60605,보물,4.72E+18,경상북도,영천시,성내동,,09월 02일,4723010900,4723052000,4.72E+11,숭렬당길,1,128.9289225,35.96640578,마마288753,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000005,장소,관광지,10684190,사적비,,,60605,보물,4.68E+18,전라남도,강진군,도암면,만덕리,247,4681034026,4681034000,,,,126.7475535,34.58776592,다라309217,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000006,장소,관광지,10684270,철불좌상,,,60605,보물,4.31E+18,충청북도,충주시,단월동,,455,4313010900,4313060500,,,,127.9007507,36.94676362,라바356832,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000007,장소,관광지,10684473,단속사지삼층석탑,,,60605,보물,4.89E+18,경상남도,산청군,단성면,운리,302,4886037025,4886037000,,,,127.8997427,35.32121298,라마363029,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000008,장소,관광지,8270321,12지상부도,,,60605,보물,3.11E+18,울산광역시,중구,학성동,,73,3111010100,3111051000,,,,129.3382079,35.55510696,마마666303,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000009,장소,관광지,10684318,창녕석빙고,,,60605,보물,4.87E+18,경상남도,창녕군,창녕읍,송현리,288,4874025021,4874025000,,,,128.4984255,35.54260287,라마905278,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000010,장소,관광지,10684205,인조별서유기비,,,60605,보물,1.14E+18,서울특별시,은평구,역촌동,,08월 12일,1138010800,1138062500,,,,126.9166218,37.60874991,다사485567,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000011,장소,관광지,10802711,강당사당부장원,,,60605,보물,2.77E+18,대구광역시,달성군,구지면,도동리,35,2771038035,2771038000,2.77E+11,구지서로,726,128.3718405,35.70126822,라마788453,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000012,장소,관광지,11264045,은관,,,60605,보물,4.71E+18,경상북도,경주시,인왕동,,76,4713011200,4713060500,4.71E+11,일정로,186,129.227876,35.82944414,마마560605,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000013,장소,관광지,9653639,굴산사지석불좌상,,,60605,보물,4.22E+18,강원도,강릉시,구정면,학산리,70-83,4215033022,4215033000,,,,128.8942903,37.70729866,마사229684,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000014,장소,관광지,10684196,철보살좌상,,,60605,보물,4.48E+18,충청남도,청양군,남양면,온암리,177-7,4479037028,4479037000,4.48E+11,돌보길,397,126.7795129,36.37054033,다바353194,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000015,장소,관광지,10684261,대웅전,,,60605,보물,4.61E+18,전라남도,여수시,중흥동,,17,4613014400,4613082000,4.61E+11,흥국사길,160,127.7005005,34.8211434,라라183474,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000016,장소,관광지,10684349,극락전,,,60605,보물,4.78E+18,경상북도,청도군,화양읍,송금리,907,4782025035,4782025000,,,,128.7197359,35.71542051,마마103472,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000017,장소,관광지,10684482,옥동삼층석탑,,,60605,보물,4.72E+18,경상북도,안동시,평화동,,71-106,4717012700,4717062000,4.72E+11,평화7길,32,128.7166423,36.56800544,마바088418,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000018,장소,관광지,10802734,대웅전,,,60605,보물,4.48E+18,충청남도,홍성군,결성면,무량리,12월 02일,4480036026,4480036000,,,,126.5491412,36.5462758,다바148391,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000019,장소,관광지,10802756,예천권씨초간종택,,,60605,보물,4.79E+18,경상북도,예천군,용문면,죽림리,166-3,4790031046,4790031000,4.79E+11,죽림길,43,128.3974781,36.69219558,라바801552,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000020,장소,관광지,10805240,논곡리삼층석탑,,,60605,보물,4.67E+18,전라남도,구례군,구례읍,논곡리,산44,4673025028,4673025000,,,,127.3852952,35.23065192,다라895928,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000021,장소,관광지,8269943,마애석불입상,,,60605,보물,4.71E+18,경상북도,경주시,율동,,산60-6,4713014200,4713057000,,,,129.1745247,35.80471015,마마512577,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000022,장소,관광지,10684204,중초사지당간지주,,,60605,보물,4.12E+18,경기도,안양시 만안구,석수동,,214,4117110200,4117159000,,,,126.9176214,37.41803471,다사484355,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000023,장소,관광지,10684220,천원삼대리마애불,,,60605,보물,4.41E+18,충청남도,천안시 동남구,풍세면,삼태리,산28-1,4413131026,4413131000,4.41E+11,휴양림길,127,127.0868049,36.72764232,다바631589,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000024,장소,관광지,10684251,대웅전,,,60605,보물,4.62E+18,전라남도,순천시,서면,청소리,717,4615032034,4615032000,,,,127.5140258,35.06196723,라라012741,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000025,장소,관광지,10802684,금당암삼층석탑,,,60605,보물,2.71E+18,대구광역시,동구,도학동,,35,2714013400,2714076000,2.71E+11,동화사1길,1,128.7043961,35.99296079,마마085780,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000026,장소,관광지,11264067,금제감장보검,,,60605,보물,4.71E+18,경상북도,경주시,인왕동,,76,4713011200,4713060500,4.71E+11,일정로,186,129.227876,35.82944414,마마560605,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000027,장소,관광지,10684373,대광전,,,60605,보물,4.83E+18,경상남도,양산시,원동면,영포리,268,4833032024,4833032000,4.83E+11,원동로,2282-111,128.9509007,35.42646011,마마317154,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000028,장소,관광지,8269126,경애왕릉,,,60602,왕릉/고분,4.71E+18,경상북도,경주시,배동,,산73-1,4713014300,4713057000,,,,129.2084413,35.7961418,마마543568,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000029,장소,관광지,8269135,김해수로왕릉,,,60602,왕릉/고분,4.83E+18,경상남도,김해시,서상동,,312,4825010200,4825052000,4.83E+11,가락로93번길,26,128.8785283,35.23529573,마라254941,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000030,장소,관광지,16704196,대빈묘,,,60602,왕릉/고분,4.13E+18,경기도,고양시 덕양구,용두동,,475-95,4128111300,4128158000,4.13E+11,서오릉로,334-32,126.892044,37.63037643,다사463591,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000031,장소,관광지,8269205,헌덕왕릉,,,60602,왕릉/고분,4.71E+18,경상북도,경주시,동천동,,80,4713012600,4713063000,,,,129.2443062,35.84392459,마마575622,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000032,장소,관광지,8269158,백제왕릉원,,,60602,왕릉/고분,4.48E+18,충청남도,부여군,부여읍,능산리,산15-5,4476025035,4476025000,,,,126.9442005,36.27841468,다바500091,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000033,장소,관광지,8269216,장릉,추존원종과인헌왕후,,60602,왕릉/고분,4.16E+18,경기도,김포시,풍무동,,666-1,4157010700,4157054000,,,,126.711218,37.61253081,다사303573,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000034,장소,관광지,10608048,하원동탐라왕자묘,,,60602,왕릉/고분,5.01E+18,제주특별자치도,서귀포시,하원동,,13,5013011800,5013061000,,,,126.4712233,33.27775928,다나041767,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000035,장소,관광지,8269203,방동리고구려고분,,,60602,왕릉/고분,4.21E+18,강원도,춘천시,서면,덕두원리,산163-8,4211035028,4211035000,,,,127.627951,37.90234526,라사112891,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000036,장소,관광지,11272533,돔배오름,,,110204,봉우리/고지,5.01E+18,제주특별자치도,제주시,조천읍,교래리,산62,5011025929,5011025900,,,,126.6700206,33.42894781,다나228933,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000037,장소,관광지,11272375,밝은오름,,,110204,봉우리/고지,5.01E+18,제주특별자치도,제주시,해안동,,355-23,5011013900,5011066000,,,,126.4678539,33.44329542,다나040950,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000038,장소,관광지,11402693,중대봉,,,110204,봉우리/고지,4.38E+18,충청북도,괴산군,청천면,삼송리,산25-1,4376036051,4376036000,,,,127.9067824,36.66879996,라바363523,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000039,장소,관광지,13641812,신선봉,,,110204,봉우리/고지,4.31E+18,충청북도,청주시 상당구,미원면,계원리,산4,4311132043,4311132000,,,,127.7692165,36.60394366,라바240451,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000040,장소,관광지,22242758,마천루,,,110204,봉우리/고지,4.22E+18,강원도,동해시,삼화동,,산267,4217012400,4217065000,,,,128.9964421,37.45169619,마사323402,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000041,장소,관광지,8292488,새별오름,,,110204,봉우리/고지,5.01E+18,제주특별자치도,제주시,애월읍,봉성리,산59-8,5011025339,5011025300,,,,126.3574947,33.36637864,나나937866,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000042,장소,관광지,11272374,권제오름,,,110204,봉우리/고지,5.01E+18,제주특별자치도,제주시,아라일동,,350,5011011700,5011063000,,,,126.5578854,33.45734024,다나124965,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000043,장소,관광지,11272387,삼매봉,,,110204,봉우리/고지,5.01E+18,제주특별자치도,서귀포시,서홍동,,772,5013010600,5013054000,,,,126.5475633,33.24333303,다나112728,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000044,장소,관광지,11272515,열안지,,,110204,봉우리/고지,5.01E+18,제주특별자치도,제주시,오라이동,,산97,5011012000,5011064000,,,,126.5206837,33.42664349,다나089932,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000045,장소,관광지,19373128,궷물오름,,,110204,봉우리/고지,5.01E+18,제주특별자치도,제주시,애월읍,유수암리,산136-6,5011025342,5011025300,,,,126.4059416,33.39681338,나나982899,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000046,장소,관광지,836940,향로봉,,,110204,봉우리/고지,4.83E+18,경상남도,밀양시,단장면,고례리,산214-1,4827035031,4827035000,,,,128.9630537,35.48486146,마마327219,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000047,장소,관광지,837124,대기봉,,,110204,봉우리/고지,4.88E+18,경상남도,남해군,미조면,송정리,산114-2,4884034021,4884034000,,,,128.0360194,34.7549215,라라490401,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000048,장소,관광지,11272482,영천악,,,110204,봉우리/고지,5.01E+18,제주특별자치도,서귀포시,상효동,,2364,5013010700,5013056000,5.01E+11,하례학림로,55-76,126.601155,33.29414013,다나163784,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000049,장소,관광지,11272493,남짓은오름,,,110204,봉우리/고지,5.01E+18,제주특별자치도,제주시,연동,,산25,5011013700,5011065000,,,,126.4966041,33.47371557,다나067984,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000050,장소,관광지,11272610,북오름,,,110204,봉우리/고지,5.01E+18,제주특별자치도,서귀포시,안덕면,동광리,산93,5013031028,5013031000,,,,126.3312711,33.30580494,나나911799,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000051,장소,관광지,11272800,본지오름,,,110204,봉우리/고지,5.01E+18,제주특별자치도,서귀포시,성산읍,삼달리,2085,5013025928,5013025900,,,,126.8194275,33.39069771,다나367889,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000052,장소,관광지,11402792,도덕봉,,,110204,봉우리/고지,4.37E+18,충청북도,옥천군,이원면,장찬리,산59-4,4373036022,4373036000,,,,127.5996419,36.2569509,라바089066,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000053,장소,관광지,22633727,검은오름,,,110204,봉우리/고지,5.01E+18,제주특별자치도,제주시,연동,,산108,5011013700,5011065000,,,,126.4980165,33.44292113,다나068950,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000054,장소,관광지,8269293,구담봉,,,110204,봉우리/고지,4.38E+18,충청북도,단양군,단성면,장회리,산31,4380036027,4380036000,,,,128.2468565,36.93643122,라바665822,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000055,장소,관광지,8441336,반야봉,,,110204,봉우리/고지,4.52E+18,전라북도,남원시,산내면,덕동리,산215,4519046028,4519046000,,,,127.5648902,35.32182172,라마058029,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000056,장소,관광지,11272524,대천이오름,,,110204,봉우리/고지,5.01E+18,제주특별자치도,제주시,조천읍,선흘리,산154,5011025930,5011025900,,,,126.6842708,33.45227843,다나241959,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000057,장소,관광지,11272430,용머리,,,110204,봉우리/고지,5.01E+18,제주특별자치도,서귀포시,안덕면,사계리,112-3,5013031025,5013031000,,,,126.3147181,33.23215453,나나895718,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000058,장소,관광지,11272585,마은이,,,110204,봉우리/고지,5.01E+18,제주특별자치도,서귀포시,남원읍,수망리,산203,5013025324,5013025300,,,,126.65614,33.38066123,다나215879,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000059,장소,관광지,17396484,비로봉,,,110204,봉우리/고지,4.38E+18,충청북도,단양군,가곡면,어의곡리,산59-1,4380032026,4380032000,4.38E+11,소백산등산길,643,128.4847848,36.95753608,라바876848,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000060,장소,관광지,11272373,베두리오름,,,110204,봉우리/고지,5.01E+18,제주특별자치도,제주시,연동,,270-5,5011013700,5011065000,5.01E+11,신대로10길,50,126.4908499,33.49175932,다다062004,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000061,장소,관광지,11272505,미악산,,,110204,봉우리/고지,5.01E+18,제주특별자치도,서귀포시,동홍동,,산7,5013010500,5013057000,,,,126.5548405,33.29998477,다나120791,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000062,장소,관광지,11272509,절물오름,,,110204,봉우리/고지,5.01E+18,제주특별자치도,제주시,봉개동,,산78-1,5011011600,5011062000,5.01E+11,명림로,584,126.6235535,33.42927827,다나185934,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000063,장소,관광지,11272615,돔박이,,,110204,봉우리/고지,5.01E+18,제주특별자치도,서귀포시,안덕면,광평리,산89,5013031029,5013031000,,,,126.3640669,33.33949999,나나942836,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000064,장소,관광지,11380917,고위봉,,,110204,봉우리/고지,4.71E+18,경상북도,경주시,내남면,용장리,산132-1,4713033025,4713033000,4.71E+11,백운대길,101-388,129.2253457,35.76751023,마마559537,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000065,장소,관광지,16699450,계란봉,,,110204,봉우리/고지,4.42E+18,충청남도,공주시,이인면,산의리,산26,4415031032,4415031000,,,,127.0843274,36.35474903,다바627175,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000066,장소,관광지,16834932,고동재,,,110204,봉우리/고지,4.89E+18,경상남도,산청군,금서면,수철리,산127-1,4886034024,4886034000,,,,127.7952605,35.40455187,라마268121,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000067,장소,관광지,17793701,은월봉,,,110204,봉우리/고지,3.11E+18,울산광역시,남구,신정동,,산107-2,3114010400,3114051000,,,,129.2991411,35.54298503,마마630289,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000068,장소,관광지,11272443,새신오름,,,110204,봉우리/고지,5.01E+18,제주특별자치도,제주시,한경면,청수리,3369,5011031021,5011031000,,,,126.2381937,33.29941835,나나825793,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000069,장소,관광지,10608539,우산봉,,,110204,봉우리/고지,,경상북도,울릉군,울릉읍,독도리,,4794025027,4794025000,,,,131.8696345,37.24078546,사사876247,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000070,장소,관광지,11272398,안친오름,,,110204,봉우리/고지,5.01E+18,제주특별자치도,제주시,구좌읍,송당리,808,5011025625,5011025600,,,,126.7856019,33.47848441,다나336987,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000071,장소,관광지,11272410,모구리오름,,,110204,봉우리/고지,5.01E+18,제주특별자치도,서귀포시,성산읍,난산리,Jan-60,5013025931,5013025900,,,,126.8276389,33.40788666,다나374908,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000072,장소,관광지,11272577,따라비,,,110204,봉우리/고지,5.01E+18,제주특별자치도,서귀포시,표선면,가시리,산63,5013032024,5013032000,,,,126.7524706,33.38772449,다나304887,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000073,장소,관광지,11272753,두산봉,,,110204,봉우리/고지,5.01E+18,제주특별자치도,제주시,구좌읍,종달리,산13-1,5011025632,5011025600,,,,126.8832588,33.48088462,다나427989,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000074,장소,관광지,11272797,통오름,,,110204,봉우리/고지,5.01E+18,제주특별자치도,서귀포시,성산읍,신산리,1747,5013025927,5013025900,,,,126.8547004,33.39453104,다나399893,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000075,장소,관광지,6012507,지순택요,,,60603,유명사적/유적지,4.15E+18,경기도,이천시,신둔면,수광리,409,4150031021,4150031000,4.15E+11,경충대로,3217,127.3989955,37.31202741,다사910236,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000076,장소,관광지,8269256,서악리고분군,,,60603,유명사적/유적지,4.71E+18,경상북도,경주시,서악동,,750,4713011500,4713059000,,,,129.185975,35.82533042,마마522600,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000077,장소,관광지,8269260,고산선사유적지,,,60603,유명사적/유적지,5.01E+18,제주특별자치도,제주시,한경면,고산리,3627,5011031023,5011031000,,,,126.1655882,33.30551893,나나757801,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000078,장소,관광지,8269465,봉황동유적,,,60603,유명사적/유적지,4.83E+18,경상남도,김해시,봉황동,,333,4825010400,4825052000,4.83E+11,가락로63번길,51,128.8753296,35.23086684,마라251936,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000079,장소,관광지,8269503,성황신김총유적,,,60603,유명사적/유적지,4.62E+18,전라남도,순천시,주암면,주암리,546,4615035023,4615035000,4.62E+11,하주길,119,127.298969,35.06711582,다라816746,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000080,장소,관광지,8269624,원당사지,,,60603,유명사적/유적지,5.01E+18,제주특별자치도,제주시,삼양일동,,696,5011011300,5011061000,,,,126.5985287,33.52936167,다다162045,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000081,장소,관광지,8269786,포석정지,,,60603,유명사적/유적지,4.71E+18,경상북도,경주시,배동,,454-4,4713014300,4713057000,,,,129.2127311,35.80706143,마마547580,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000082,장소,관광지,8269888,계련당,,,60603,유명사적/유적지,4.22E+18,강원도,강릉시,교동,,238-1,4215011000,4215056000,4.22E+11,율곡로,20-Oct,128.8934407,37.76331986,마사227746,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000083,장소,관광지,8269971,별신제,,,60603,유명사적/유적지,4.48E+18,충청남도,부여군,은산면,은산리,143-56,4476032024,4476032000,,,,126.8503436,36.31199486,다바416129,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000084,장소,관광지,8270013,영산석빙고,,,60603,유명사적/유적지,4.87E+18,경상남도,창녕군,영산면,교리,410-2,4874038023,4874038000,,,,128.5382057,35.45679966,라마942183,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000085,장소,관광지,8270077,원지정사,,,60603,유명사적/유적지,4.72E+18,경상북도,안동시,풍천면,하회리,712-1,4717034033,4717034000,4.72E+11,하회북촌길,07월 17일,128.517353,36.53990657,라바910385,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000086,장소,관광지,10806068,아산맹씨행단,,,60603,유명사적/유적지,4.42E+18,충청남도,아산시,배방읍,중리,300,4420025321,4420025300,4.42E+11,행단길,35,127.0420452,36.7466802,다바591610,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000087,장소,관광지,10806243,송시열유적,,,60603,유명사적/유적지,4.38E+18,충청북도,괴산군,청천면,화양리,393-2,4376036045,4376036000,4.38E+11,화양동길,188,127.8112007,36.66844062,라바278523,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000088,장소,관광지,10806588,영빈묘,,,60603,유명사적/유적지,4.14E+18,경기도,남양주시,진접읍,장현리,175-2,4136025321,4136025300,,,,127.1833875,37.72518349,다사720695,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000089,장소,관광지,11283354,심응사당,,,60603,유명사적/유적지,4.16E+18,경기도,김포시,운양동,,1325-1,4157010300,4157058000,4.16E+11,모담공원로,170-19,126.6943328,37.64871944,다사289613,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000090,장소,관광지,11283378,요석공주별궁지,,,60603,유명사적/유적지,4.13E+18,경기도,동두천시,상봉암동,,산1-1,4125010900,4125058000,4.13E+11,평화로2910번길,406-33,127.0820745,37.94422034,다사632938,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000091,장소,관광지,11284154,칠장사오불회괘불탱,,,60603,유명사적/유적지,4.16E+18,경기도,안성시,죽산면,칠장리,764,4155040028,4155040000,4.16E+11,칠장로,399-18,127.3977828,37.02653739,다바909920,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000092,장소,관광지,11284224,석조여래입상,,,60603,유명사적/유적지,4.16E+18,경기도,안성시,미양면,법전리,181,4155034025,4155034000,,,,127.2082926,36.94578768,다바740830,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000093,장소,관광지,11293488,수정재,,,60603,유명사적/유적지,3.02E+18,대전광역시,서구,변동,,250,3017010200,3017054000,3.02E+11,배재로,236,127.3710041,36.32959739,다바884146,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000094,장소,관광지,11297541,칠곡향교,,,60603,유명사적/유적지,2.72E+18,대구광역시,북구,읍내동,,600,2723011800,2723077000,2.72E+11,칠곡중앙대로,597,128.5513868,35.94904193,라마948729,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000095,장소,관광지,11324849,은현리적석총,,,60603,유명사적/유적지,3.17E+18,울산광역시,울주군,웅촌면,은현리,산207-5,3171034025,3171034000,,,,129.1628322,35.4629912,마마508198,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000096,장소,관광지,11324868,치산서원지,,,60603,유명사적/유적지,3.17E+18,울산광역시,울주군,두동면,만화리,70,3171036021,3171036000,3.17E+11,치술령길,7,129.230278,35.65451431,마마566411,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000097,장소,관광지,11380454,명주사동종,,,60603,유명사적/유적지,,강원도,양양군,현북면,어성전리,,4283033031,4283033000,,,,128.6806132,37.9484795,마사037949,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000098,장소,관광지,11380690,동해어달산봉수대,,,60603,유명사적/유적지,4.22E+18,강원도,동해시,대진동,,산24-4,4217012800,4217059000,,,,129.1078684,37.57270707,마사419538,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000099,장소,관광지,11391334,김복한묘,,,60603,유명사적/유적지,4.48E+18,충청남도,홍성군,서부면,이호리,산70-9,4480037021,4480037000,,,,126.5016009,36.58402314,다바106433,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000100,장소,관광지,11391853,일부김항선생묘,,,60603,유명사적/유적지,4.42E+18,충청남도,논산시,양촌면,남산리,산41-1,4423039028,4423039000,4.42E+11,황산벌로608번길,Mar-36,127.2314162,36.1511998,다마758949,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000101,장소,관광지,11399094,정인지묘,,,60603,유명사적/유적지,4.38E+18,충청북도,괴산군,불정면,외령리,산44,4376041025,4376041000,,,,127.8213602,36.92628907,라바286809,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000102,장소,관광지,11409459,해남단군전,,,60603,유명사적/유적지,4.68E+18,전라남도,해남군,해남읍,구교리,346-1,4682025036,4682025000,4.68E+11,서림길,20,126.5944115,34.57468926,다라169204,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000103,장소,관광지,11409967,발포만호성,,,60603,유명사적/유적지,4.68E+18,전라남도,고흥군,도화면,발포리,627,4677034031,4677034000,4.68E+11,발포성촌길,07월 05일,127.3362114,34.48413412,다라849100,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000000104,장소,관광지,11410060,송도조개더미,,,60603,유명사적/유적지,4.61E+18,전라남도,여수시,돌산읍,군내리,1365,4613025021,4613025000,,,,127.7144319,34.6072613,라라196236,20220809,KT,KC_507_LLR_HISTST_2022,20220809
