ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCLHTPO22N000001533,장소,관광지,11324847,운흥사지부도,,,60603,유명사적/유적지,3.17E+18,울산광역시,울주군,웅촌면,고연리,산175,3171034026,3171034000,,,,129.1508786,35.45377693,마마498188,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001534,장소,관광지,11324902,목도상록수림,,,60603,유명사적/유적지,3.17E+18,울산광역시,울주군,온산읍,방도리,산13,3171025029,3171025000,,,,129.3519162,35.44928451,마마680186,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001535,장소,관광지,11329532,전상의장군예장석묘,,,60603,유명사적/유적지,2.92E+18,광주광역시,북구,화암동,,산239,2917012300,2917068500,,,,126.9593189,35.14776311,다라507837,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001536,장소,관광지,11380504,상임경당,,,60603,유명사적/유적지,4.22E+18,강원도,강릉시,성산면,금산리,620,4215031023,4215031000,4.22E+11,갈매간길,08월 03일,128.8417755,37.7348665,마사182714,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001537,장소,관광지,11391504,부여관북리백제유적,,,60603,유명사적/유적지,4.48E+18,충청남도,부여군,부여읍,관북리,Jul-33,4476025030,4476025000,,,,126.9125193,36.28449953,다바472098,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001538,장소,관광지,11391552,임강사지,,,60603,유명사적/유적지,4.48E+18,충청남도,부여군,부여읍,현북리,산74,4476025042,4476025000,,,,126.9690738,36.24517294,다바522054,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001539,장소,관광지,11391728,공윤전사우,,,60603,유명사적/유적지,4.42E+18,충청남도,공주시,계룡면,유평리,333-2,4415033037,4415033000,4.42E+11,유평양달길,51,127.136256,36.35582453,다바673176,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001540,장소,관광지,11395925,청일조계지경계계단,,,60603,유명사적/유적지,2.81E+18,인천광역시,중구,선린동,,Jan-58,2811014100,2811061500,,,,126.6201808,37.47429587,다사222420,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001541,장소,관광지,11399118,김시민장군충민사,,,60603,유명사적/유적지,4.38E+18,충청북도,괴산군,괴산읍,능촌리,산2-2,4376025027,4376025000,,,,127.8469344,36.83644442,라바309709,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001542,장소,관광지,11409321,옥대고인돌군,,,60603,유명사적/유적지,4.69E+18,전라남도,진도군,의신면,옥대리,820-1,4690033026,4690033000,,,,126.2890845,34.44146939,나라887059,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001543,장소,관광지,11409494,학계리석불입상,,,60603,유명사적/유적지,4.68E+18,전라남도,영암군,학산면,학계리,368,4683038024,4683038000,,,,126.6181051,34.70075221,다라192343,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001544,장소,관광지,11410013,정충사,,,60603,유명사적/유적지,4.62E+18,전라남도,순천시,저전동,,276,4615011800,4615060000,4.62E+11,정충사길,09월 15일,127.481715,34.94775671,다라983614,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001545,장소,관광지,13636575,견훤왕궁터,,,60603,유명사적/유적지,4.51E+18,전라북도,전주시 완산구,교동,,1014-2,4511111800,4511153000,,,,127.1686485,35.81288989,다마700574,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001546,장소,관광지,13651837,면우곽종석유적,,,60603,유명사적/유적지,4.89E+18,경상남도,산청군,단성면,사월리,1344-1,4886037029,4886037000,4.89E+11,지리산대로2919번길,28-19,127.9401303,35.27575247,라라400978,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001547,장소,관광지,13652198,함안남문외고분군,,,60603,유명사적/유적지,4.87E+18,경상남도,함안군,가야읍,가야리,02월 19일,4873025029,4873025000,,,,128.396436,35.27869963,라라815985,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001548,장소,관광지,13652353,영산고분군,,,60603,유명사적/유적지,4.87E+18,경상남도,창녕군,영산면,동리,374-1,4874038025,4874038000,,,,128.5340895,35.44584198,라마938171,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001549,장소,관광지,13676193,안동권씨송파재사,,,60603,유명사적/유적지,4.72E+18,경상북도,안동시,서후면,교리,201,4717033028,4717033000,4.72E+11,교리향교길,31,128.6684149,36.58301112,마바045434,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001550,장소,관광지,13676774,창애정,,,60603,유명사적/유적지,4.79E+18,경상북도,봉화군,법전면,소천리,285,4792033024,4792033000,,,,128.9365007,36.91840414,마바279809,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001551,장소,관광지,13676855,까치구멍집,,,60603,유명사적/유적지,4.79E+18,경상북도,봉화군,소천면,분천리,1465,4792035027,4792035000,,,,129.0447862,36.95861376,마바375855,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001552,장소,관광지,13677271,제남헌,,,60603,유명사적/유적지,4.71E+18,경상북도,포항시 북구,흥해읍,성내리,Aug-39,4711325028,4711325000,4.71E+11,한동로,51,129.347196,36.11082624,마마662920,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001553,장소,관광지,13687732,영광정,,,60603,유명사적/유적지,4.58E+18,전라북도,순창군,쌍치면,시산리,367,4577036027,4577036000,,,,126.9733307,35.48610597,다마522212,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001554,장소,관광지,13720376,북촌리선사주거지유적,,,60603,유명사적/유적지,5.01E+18,제주특별자치도,제주시,조천읍,북촌리,275,5011025927,5011025900,,,,126.7001781,33.54748425,다다257064,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001555,장소,관광지,13739008,절렬양정씨지려,,,60603,유명사적/유적지,4.57E+18,전라북도,장수군,산서면,하월리,740,4574031025,4574031000,,,,127.3861214,35.56524318,다마896299,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001556,장소,관광지,14181359,신재최산두묘역,,,60603,유명사적/유적지,4.62E+18,전라남도,광양시,봉강면,부저리,산78-1,4623031024,4623031000,,,,127.5922324,35.01635364,라라084690,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001557,장소,관광지,14182430,고원청년유격대위령비,,,60603,유명사적/유적지,4.28E+18,강원도,고성군,토성면,용촌리,산68-2,4282033034,4282033000,,,,128.57797,38.22438812,라아943254,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001558,장소,관광지,14182702,철원토성및석조물,,,60603,유명사적/유적지,4.28E+18,강원도,철원군,갈말읍,군탄리,272-4,4278025624,4278025600,,,,127.3168652,38.15446401,다아839171,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001559,장소,관광지,14184135,윤나리유원지,,,60603,유명사적/유적지,4.28E+18,강원도,화천군,사내면,광덕리,1158-4,4279034022,4279034000,,,,127.4498299,38.09081194,다아956100,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001560,장소,관광지,14392108,무진정,,,60603,유명사적/유적지,4.87E+18,경상남도,함안군,함안면,괴산리,547,4873031023,4873031000,4.87E+11,괴산4길,25,128.4230738,35.2554448,라라839959,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001561,장소,관광지,15957708,연게정,,,60603,유명사적/유적지,4.89E+18,경상남도,합천군,용주면,성산리,748,4889046029,4889046000,4.89E+11,성산3길,Nov-39,128.1340128,35.55648327,라마574291,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001562,장소,관광지,16442441,탄금대,,,60603,유명사적/유적지,4.31E+18,충청북도,충주시,칠금동,,산1-1,4313011600,4313062500,4.31E+11,탄금대안길,105,127.898291,36.98888582,라바354878,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001563,장소,관광지,16492776,포천자작리유적지,,,60603,유명사적/유적지,4.17E+18,경기도,포천시,자작동,,251-2,4165010300,4165052000,4.17E+11,호국로1145번길,20,127.1725716,37.8656646,다사712851,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001564,장소,관광지,16497087,박순선생묘,,,60603,유명사적/유적지,4.17E+18,경기도,포천시,창수면,주원리,산210-28,4165035022,4165035000,,,,127.1695799,38.01437388,다아709016,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001565,장소,관광지,17370332,도중도,,,60603,유명사적/유적지,4.48E+18,충청남도,예산군,덕산면,시량리,180-1,4481036027,4481036000,4.48E+11,시량부흥길,21,126.6537019,36.68390787,다바243543,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001566,장소,관광지,21825794,오천평반석,,,110121,바위,4.83E+18,경상남도,밀양시,산내면,삼양리,2274-25,4827034027,4827034000,,,,129.0047005,35.59047718,마마363337,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001567,장소,관광지,16489892,치마바위,,,110121,바위,4.28E+18,강원도,인제군,북면,한계리,산1-1,4281032023,4281032000,,,,128.3222256,38.14061026,라아720159,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001568,장소,관광지,16502633,저동항촛대암,,,110121,바위,4.79E+18,경상북도,울릉군,울릉읍,도동리,산1-1,4794025024,4794025000,,,,130.9138762,37.49254378,사사018491,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001569,장소,관광지,16913217,요강바위,,,110121,바위,4.58E+18,전라북도,순창군,동계면,어치리,814,4577032023,4577032000,,,,127.189776,35.4694197,다마718193,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001570,장소,관광지,10608561,전차바위,,,110121,바위,,경상북도,울릉군,울릉읍,독도리,,4794025027,4794025000,,,,131.869829,37.23849859,사사876244,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001571,장소,관광지,10608552,물오리바위,,,110121,바위,,경상북도,울릉군,울릉읍,독도리,,4794025027,4794025000,,,,131.8722574,37.2401411,사사879246,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001572,장소,관광지,16489924,책바위,,,110121,바위,4.68E+18,전라남도,장흥군,관산읍,외동리,산51-4,4680025333,4680025300,,,,126.9195548,34.52544884,다라467147,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001573,장소,관광지,745901,삼선암,,,110121,바위,4.22E+18,강원도,강릉시,연곡면,삼산리,산333,4215037028,4215037000,,,,128.6886653,37.80523469,마사046790,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001574,장소,관광지,13677423,곰바위,,,110121,바위,4.79E+18,경상북도,울릉군,서면,남서리,산198,4794031025,4794031000,,,,130.8036459,37.48534107,바사921480,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001575,장소,관광지,22540221,할매바위,,,110121,바위,4.58E+18,전라북도,고창군,아산면,계산리,산6-1,4579032033,4579032000,,,,126.6184196,35.47911624,다마200207,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001576,장소,관광지,10608514,코끼리바위,,,110121,바위,,경상북도,울릉군,울릉읍,독도리,,4794025027,4794025000,,,,131.8633097,37.24051086,사사871246,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001577,장소,관광지,10608558,춧발바위,,,110121,바위,,경상북도,울릉군,울릉읍,독도리,,4794025027,4794025000,,,,131.8693826,37.23811573,사사876244,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001578,장소,관광지,16489903,낙타바위,,,110121,바위,4.32E+18,충청북도,제천시,금성면,성내리,산46-1,4315031022,4315031000,4.32E+11,청풍호로39길,100,128.2045376,37.0259937,라바626921,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001579,장소,관광지,16492612,아우라지베개용암,,,110121,바위,4.17E+18,경기도,포천시,창수면,신흥리,산209-1,4165035027,4165035000,,,,127.115869,38.04003428,다아662045,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001580,장소,관광지,8435993,라원리오층석탑,,,60604,국보,4.71E+18,경상북도,경주시,현곡면,라원리,676,4713036021,4713036000,,,,129.2122711,35.89361746,마마545676,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001581,장소,관광지,8270071,왕궁리5층석탑,,,60604,국보,4.51E+18,전라북도,익산시,왕궁면,왕궁리,산80-1,4514041033,4514041000,,,,127.0545605,35.97318332,다마598752,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001582,장소,관광지,11373033,팔만대장경,,,60604,국보,4.89E+18,경상남도,합천군,가야면,치인리,10,4889033034,4889033000,4.89E+11,해인사길,122,128.0987578,35.80160439,라마541562,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001583,장소,관광지,10683897,정혜원륭탑,,,60604,국보,4.31E+18,충청북도,충주시,소태면,오량리,산32-2,4313043021,4313043000,,,,127.838104,37.13086817,라사300036,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001584,장소,관광지,11268998,백운교,,,60604,국보,4.71E+18,경상북도,경주시,진현동,,01월 15일,4713013400,4713065000,4.71E+11,불국로,385,129.3321716,35.78973729,마마655563,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001585,장소,관광지,10683853,무량수전앞석등,,,60604,국보,4.72E+18,경상북도,영주시,부석면,북지리,148,4721039022,4721039000,4.72E+11,부석사로,345,128.6872807,36.99868792,마바056895,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001586,장소,관광지,11264081,금제경식98호남분,,,60604,국보,4.71E+18,경상북도,경주시,인왕동,,76,4713011200,4713060500,4.71E+11,일정로,186,129.227876,35.82944414,마마560605,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001587,장소,관광지,8270287,목포의눈물노래비,,,60606,비/탑/문/각,4.61E+18,전라남도,목포시,온금동,,산4,4611015600,4611059500,,,,126.3756465,34.7888962,나라971443,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001588,장소,관광지,8270350,혜화문,,,60606,비/탑/문/각,1.11E+18,서울특별시,종로구,혜화동,,06월 28일,1111016900,1111065000,,,,127.0038278,37.58791468,다사561543,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001589,장소,관광지,8270354,화홍문,,,60606,비/탑/문/각,4.11E+18,경기도,수원시 팔달구,북수동,,Jan-00,4111512900,4111574000,,,,127.0176204,37.28753147,다사572210,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001590,장소,관광지,8270356,황포돛대노래비,,,60606,비/탑/문/각,4.81E+18,경상남도,창원시 진해구,남양동,,324-5,4812915700,4812964000,,,,128.7796389,35.10362222,마라166794,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001591,장소,관광지,9654174,팔효자각,,,60606,비/탑/문/각,4.28E+18,강원도,양구군,양구읍,송청리,Jun-64,4280025024,4280025000,,,,127.9966,38.09325254,라아435104,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001592,장소,관광지,10320498,봉정암석가사리탑,,,60606,비/탑/문/각,4.28E+18,강원도,인제군,북면,용대리,산12-21,4281032024,4281032000,4.28E+11,백담로,1925,128.4534556,38.12683568,라아835145,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001593,장소,관광지,10802737,화서문,,,60606,비/탑/문/각,4.11E+18,경기도,수원시 팔달구,장안동,,331,4111513100,4111574000,,,,127.009672,37.28557884,다사565208,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001594,장소,관광지,11283915,최면식선생공적비,,,60606,비/탑/문/각,4.17E+18,경기도,포천시,신북면,가채리,821-3,4165034021,4165034000,,,,127.2046465,37.90596482,다사740896,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001595,장소,관광지,11324909,동축사삼층석탑,,,60606,비/탑/문/각,3.12E+18,울산광역시,동구,동부동,,565,3117010700,3117058000,3.12E+11,옥류로,93,129.4190037,35.54829872,마마739297,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001596,장소,관광지,11391912,아인리석탑,,,60606,비/탑/문/각,4.47E+18,충청남도,금산군,금산읍,아인리,134-5,4471025025,4471025000,4.47E+11,비단로,410-8,127.4817376,36.10563764,다마983898,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001597,장소,관광지,11398887,보살사5층석탑,,,60606,비/탑/문/각,4.31E+18,충청북도,청주시 상당구,용암동,,7,4311112400,4311172000,4.31E+11,낙가산로,168,127.536105,36.62848282,라바032478,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001598,장소,관광지,14036834,항일독립유공자추모비,,,60606,비/탑/문/각,4.89E+18,경상남도,산청군,단성면,성내리,616-7,4886037021,4886037000,,,,127.9569822,35.29488701,라마415000,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001599,장소,관광지,14180060,영솔장최경선묘역,,,60606,비/탑/문/각,4.52E+18,전라북도,정읍시,칠보면,축현리,137-1,4518042022,4518042000,,,,126.9443558,35.58098801,다마496318,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001600,장소,관광지,16765589,양촌권근삼대,,,60606,비/탑/문/각,4.38E+18,충청북도,음성군,생극면,방축리,산7,4377036028,4377036000,,,,127.6262598,37.06889612,라바112967,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001601,장소,관광지,17511097,터키군참전비,,,60606,비/탑/문/각,4.15E+18,경기도,용인시 기흥구,동백동,,산16-1,4146311500,4146357200,,,,127.1755875,37.28332352,다사712205,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001602,장소,관광지,17539144,충혼탑,,,60606,비/탑/문/각,4.61E+18,전라남도,여수시,종화동,,3,4613010100,4613051500,4.61E+11,자산공원길,90,127.7494618,34.73925198,라라228383,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001603,장소,관광지,8269989,유금사3층석탑,,,60606,비/탑/문/각,4.72E+18,경상북도,영천시,화북면,정각리,산226,4723034029,4723034000,,,,128.9929922,36.1509422,마마343959,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001604,장소,관광지,8270229,동문5층석탑,,,60606,비/탑/문/각,4.42E+18,충청남도,서산시,동문동,,832-11,4421010200,4421052500,4.42E+11,대사동1로,Mar-52,126.4533979,36.78643663,다바066658,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001605,장소,관광지,8270284,이필곤순국기념비,,,60606,비/탑/문/각,4.77E+18,경상북도,의성군,사곡면,오상리,08월 04일,4773034033,4773034000,,,,128.7555497,36.31650792,마바127139,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001606,장소,관광지,8270318,충혼탑,,,60606,비/탑/문/각,2.62E+18,부산광역시,동구,초량동,,산63-6,2617010100,2617052000,,,,129.028151,35.11553454,마라392811,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001607,장소,관광지,8270329,해군전적비,,,60606,비/탑/문/각,2.87E+18,인천광역시,옹진군,영흥면,내리,195-2,2872036022,2872036000,,,,126.4853206,37.25731221,다사100180,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001608,장소,관광지,8270333,현충탑,,,60606,비/탑/문/각,4.13E+18,경기도,안산시 단원구,원곡동,,963-14,4127310800,4127354500,,,,126.794389,37.33349619,다사374262,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001609,장소,관광지,8436525,감산사지석조비로자나불좌상,,,60606,비/탑/문/각,4.71E+18,경상북도,경주시,외동읍,괘릉리,11,4713025934,4713025900,4.71E+11,앞등길,117-20,129.3367203,35.76637778,마마660537,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001610,장소,관광지,9653514,동송읍마애불상,,,60606,비/탑/문/각,4.28E+18,강원도,철원군,동송읍,이평리,866-3,4278025921,4278025900,,,,127.2086881,38.20113456,다아744223,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001611,장소,관광지,11297566,서명보효사각,,,60606,비/탑/문/각,2.72E+18,대구광역시,북구,산격동,,878-2,2723011100,2723061000,2.72E+11,연암공원로,31-17,128.5977137,35.89417993,라마990669,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001612,장소,관광지,11283341,조헌선생유허추모비,,,60606,비/탑/문/각,4.16E+18,경기도,김포시,감정동,,492,4157010500,4157051500,4.16E+11,중봉로25번길,Feb-98,126.6940615,37.62677137,다사288588,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001613,장소,관광지,11283388,무학대사비,,,60606,비/탑/문/각,4.16E+18,경기도,양주시,회암동,,산8-1,4163011200,4163056000,,,,127.1080707,37.84975869,다사655834,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001614,장소,관광지,11283771,옥산리암각문,,,60606,비/탑/문/각,4.18E+18,경기도,연천군,연천읍,옥산리,산51-5,4180025025,4180025000,,,,127.1064482,38.12324301,다아655137,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001615,장소,관광지,11283825,이광정묘,,,60606,비/탑/문/각,4.15E+18,경기도,파주시,조리읍,뇌조리,산1-20,4148026222,4148026200,,,,126.8129272,37.77010617,다사394747,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001616,장소,관광지,11380160,양덕원삼층석탑,,,60606,비/탑/문/각,4.27E+18,강원도,홍천군,남면,양덕원리,210-3,4272036021,4272036000,,,,127.770952,37.61495772,라사239573,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001617,장소,관광지,11381097,이경록시비,,,60606,비/탑/문/각,4.71E+18,경상북도,경주시,진현동,,산300-2,4713013400,4713065000,,,,129.3218355,35.78363009,마마646556,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001618,장소,관광지,11385206,역둔리철비,,,60606,비/탑/문/각,4.22E+18,강원도,삼척시,하장면,역둔리,25,4223032032,4223032000,4.22E+11,역둔길,07월 02일,128.8802445,37.29557973,마사223227,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001619,장소,관광지,13637073,사적비,,,60606,비/탑/문/각,4.57E+18,전라북도,완주군,소양면,대흥리,569-2,4571034025,4571034000,4.57E+11,송광수만로,255-16,127.2424284,35.88534022,다마767654,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001620,장소,관광지,13637182,창덕암삼층석탑,,,60606,비/탑/문/각,4.52E+18,전라북도,남원시,산동면,부절리,산105-1,4519041023,4519041000,,,,127.4878051,35.47823957,다마988202,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001621,장소,관광지,13676254,이천동삼층석탑,,,60606,비/탑/문/각,4.72E+18,경상북도,안동시,이천동,,산2,4717013400,4717063000,,,,128.7053037,36.606662,마바077461,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001622,장소,관광지,13969076,현충문,,,60606,비/탑/문/각,4.58E+18,전라북도,임실군,강진면,백련리,551,4575039021,4575039000,4.58E+11,호국로,420,127.1905212,35.55239368,다마719285,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001623,장소,관광지,14184156,6.25참전호국기념비,,,60606,비/탑/문/각,4.17E+18,경기도,포천시,영북면,운천리,486-8,4165039021,4165039000,,,,127.2733094,38.09529252,다아801105,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001624,장소,관광지,16120365,광주이씨재실,,,60606,비/탑/문/각,4.82E+18,경상남도,사천시,서포면,구랑리,800-5,4824037025,4824037000,,,,127.9718929,35.02275018,라라430698,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001625,장소,관광지,16510813,회사동석탑,,,60606,비/탑/문/각,4.57E+18,전라북도,진안군,상전면,주평리,117-1,4572034022,4572034000,,,,127.4903652,35.82413569,다마991586,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001626,장소,관광지,16511243,비악효자비,,,60606,비/탑/문/각,4.48E+18,충청남도,서천군,마서면,어리,142-1,4477031037,4477031000,,,,126.7043133,36.05590469,다마283846,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001627,장소,관광지,16753310,강희맹선생신도비,,,60606,비/탑/문/각,4.14E+18,경기도,시흥시,하상동,,산2,4139012000,4139063000,4.14E+11,하상로,59,126.810174,37.39500521,다사389331,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001628,장소,관광지,17083790,삼은각,,,60606,비/탑/문/각,4.42E+18,충청남도,공주시,반포면,학봉리,789,4415034033,4415034000,4.42E+11,동학사1로,462,127.2200644,36.35333402,다바748173,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001629,장소,관광지,17208747,어업인위령탑,,,60606,비/탑/문/각,4.61E+18,전라남도,여수시,돌산읍,우두리,794-88,4613025030,4613025000,,,,127.7396539,34.73031401,라라219373,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001630,장소,관광지,8270319,충혼탑,,,60606,비/탑/문/각,4.78E+18,경상북도,청도군,청도읍,송읍리,산110-3,4782025322,4782025300,,,,128.7506701,35.65300174,마마132403,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001631,장소,관광지,11391546,영인오층석탑,,,60606,비/탑/문/각,4.42E+18,충청남도,아산시,영인면,아산리,235,4420037021,4420037000,4.42E+11,영인로96번길,06월 16일,126.9521343,36.85822764,다바511734,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001632,장소,관광지,11263991,경주동천동사방불탑신석,,,60606,비/탑/문/각,4.71E+18,경상북도,경주시,동천동,,770-3,4713012600,4713063000,,,,129.2247961,35.85705888,마마557636,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001633,장소,관광지,11283374,동점마을암각문,,,60606,비/탑/문/각,4.13E+18,경기도,동두천시,탑동동,,330,4125011100,4125056500,,,,127.1185653,37.89800636,다사664887,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001634,장소,관광지,11283904,인평대군치제문비,,,60606,비/탑/문/각,4.17E+18,경기도,포천시,신북면,신평리,산46-1,4165034023,4165034000,4.17E+11,신평로222번길,12-49,127.2171075,37.9424929,다사751936,20220809,KT,KC_507_LLR_HISTST_2022,20220809
KCLHTPO22N000001635,장소,관광지,11284229,유언호선생묘,,,60606,비/탑/문/각,4.16E+18,경기도,안성시,대덕면,건지리,산17-29,4155035027,4155035000,,,,127.2342856,37.01685382,다바763909,20220809,KT,KC_507_LLR_HISTST_2022,20220809
