,,,,,,,,,,,,,,,,,,,,
128219,아라크노피아생태수목원·주필거미박물관,자연,자연관광지,1.8,1.7,4.6,5.8,7.1,6.8,7.0,6.4,12.2,12.8,12.8,10.7,5.7,4.5,0,29.0,42.0
2733851,약대울체육공원,인문(문화/예술/역사),휴양관광지,6.0,4.7,6.6,4.4,6.4,5.9,9.3,9.3,10.3,10.2,7.8,7.9,5.8,5.4,0,30.0,42.0
130876,왈츠와닥터만커피박물관,인문(문화/예술/역사),문화시설,1.7,2.0,8.0,9.1,10.1,7.9,9.3,7.4,11.7,10.6,9.4,7.3,2.8,2.7,0,31.0,42.0
130710,우석헌자연사박물관,인문(문화/예술/역사),문화시설,2.3,2.0,8.5,5.3,8.2,5.2,9.4,6.0,14.0,9.6,12.3,8.5,4.1,4.6,0,32.0,42.0
125458,운길산,자연,자연관광지,2.0,1.7,5.3,5.1,7.1,6.4,7.5,6.6,11.8,12.7,13.2,10.6,5.7,4.3,0,33.0,42.0
126806,정양용유적지,인문(문화/예술/역사),역사관광지,1.9,1.6,6.1,5.2,7.7,6.6,9.4,7.6,12.0,12.7,11.2,9.8,4.8,3.5,0,34.0,42.0
125453,천마산군립공원,자연,자연관광지,6.2,6.2,6.8,6.3,6.9,6.9,9.9,10.4,9.3,10.1,6.5,7.1,3.4,4.1,0,35.0,42.0
482079,천보사(경기),인문(문화/예술/역사),역사관광지,8.5,8.8,5.6,6.7,4.9,5.4,7.7,9.9,8.8,11.6,6.6,7.6,3.7,4.2,0,36.0,42.0
2722891,청학밸리리조트,자연,자연관광지,2.5,2.3,5.9,5.8,7.6,7.5,9.0,8.0,11.8,11.9,11.4,9.1,3.6,3.7,0,37.0,42.0
125459,축령산,자연,자연관광지,2.9,2.8,10.5,8.4,10.3,10.3,8.4,7.1,8.7,9.7,7.4,7.2,3.2,3.1,0,38.0,42.0
127818,축령산자연휴양림,자연,자연관광지,2.8,1.9,5.6,4.1,6.4,5.4,8.1,6.3,11.3,13.4,11.9,12.1,5.5,5.2,0,39.0,42.0
1910439,프라움악기박물관,인문(문화/예술/역사),문화시설,4.9,4.9,6.6,5.6,6.6,6.4,8.8,8.8,10.7,12.4,7.4,8.1,4.2,4.6,0,40.0,42.0
780768,화도하수처리장피아노폭포,자연,자연관광지,1.8,2.2,6.5,8.0,8.3,8.5,9.7,9.3,11.9,13.0,8.5,7.0,3.1,2.3,0,41.0,42.0
125528,흥국사(남양주),인문(문화/예술/역사),역사관광지,2.6,0.9,21.9,4.5,7.6,5.1,8.1,5.7,10.1,10.7,9.6,7.5,3.4,2.4,0,42.0,42.0
